before_stopword,after_stopword
"['ten', 'hag', 'jauh', 'lebih', 'bagus', 'amorim', 'belum', 'membuktikan', 'apaapa']",ten hag bagus amorim membuktikan apaapa
"['fa', 'dan', 'european', 'league', 'reality']",fa european league reality
"['lah', 'memang', 'kenapa', 'sancho', 'dan', 'antony', 'itu', 'beli', 'kalau', 'dijual', 'paling', 'juga', 'an', 'wkwk']",sancho antony beli dijual an wkwk
"['bagus', 'enggak', 'bang', 'dorgu', 'mainnya']",bagus bang dorgu mainnya
"['harus', 'beli', 'tipikal', 'pemain', 'no', 'dan', 'bisa', 'free', 'role', 'plus', 'penyerang', 'pengalaman']",beli tipikal pemain no free role plus penyerang pengalaman
"['karo', 'iwak', 'kali']",karo iwak kali
"['pemainpemain', 'senior', 'perlu', 'memberi', 'contoh', 'kepada', 'pemain', 'muda', 'di', 'dalam', 'tim']",pemainpemain senior contoh pemain muda di tim
"['benci', 'banget', 'sama', 'permainan', 'era', 'amorim', 'ini', 'kayak', 'menonton', 'tim', 'sunday', 'league']",benci banget permainan era amorim kayak menonton tim sunday league
"['tehag', 'botag', 'apa', 'gua', 'kata', 'lu', 'enggak', 'mengharap', 'apa', 'pasang', 'pemain', 'begitu', 'tanpa', 'penyerang', 'bruno', 'sampai', 'ke', 'garis', 'pertahanan', 'ambil', 'bola', 'lah', 'di', 'depan', 'kosong', 'punya', 'sayap', 'enggak', 'smngt', 'lu', 'beli', 'pemain', 'gamainin', 'kocak']",tehag botag gua lu mengharap pasang pemain penyerang bruno ke garis pertahanan ambil bola di kosong sayap smngt lu beli pemain gamainin kocak
"['untung', 'untuk', 'sancho', 'nya', 'lah']",untung sancho nya
"['banyak', 'pemain', 'mu', 'yang', 'performanya', 'naik', 'turun', 'harusnya', 'lebih', 'konsisten']",pemain mu performanya turun konsisten
"['ya', 'kudu', 'sabar', 'pengin', 'nya', 'langsung', 'cetak', 'gol', 'menang', 'dan', 'besuk', 'selanjut', 'nya', 'begitu', 'lagi', 'tapi', 'lawan', 'nya', 'enggak', 'tidur', 'butuh', 'adaptasi', 'dan', 'strategi']",ya kudu sabar pengin nya langsung cetak gol menang besuk selanjut nya lawan nya tidur butuh adaptasi strategi
"['rashford', 'out', 'saja', 'mumpung', 'psg', 'mau', 'bayar', 'mahal']",rashford out mumpung psg bayar mahal
"['case', 'mending', 'main', 'buat', 'di', 'kebo', 'cup', 'sama', 'fa', 'cup', 'ugarte', 'buat', 'liga', 'sama', 'europa', 'league']",case mending main di kebo cup fa cup ugarte liga europa league
"['pemain', 'muda', 'harus', 'lebih', 'diberi', 'kesempatan', 'mereka', 'punya', 'potensi']",pemain muda kesempatan potensi
"['harusnya', 'yang', 'diganti', 'eth', 'sih', 'coba', 'rvn', 'jadi', 'coach', 'nya', 'asistennya', 'rvp', 'eth', 'bagian', 'cuci', 'jersey', 'capek', 'juga', 'nunggu', 'eth', 'bangun', 'tim']",diganti eth sih coba rvn coach nya asistennya rvp eth cuci jersey capek nunggu eth bangun tim
"['kalo', 'ada', 'var', 'pasti', 'offside']",kalo var offside
"['enggak', 'layak', 'finishing', 'havertz', 'hancur', 'parah']",layak finishing havertz hancur parah
"['kekalahan', 'di', 'laga', 'ketiga', 'pertahanan', 'kita', 'benarbenar', 'buruk', 'amorim', 'harus', 'segera', 'menemukan', 'solusi']",kekalahan di laga ketiga pertahanan benarbenar buruk amorim menemukan solusi
"['beberapa', 'pemain', 'masih', 'kesulitan', 'memahami', 'filosofi', 'permainan', 'amorim']",pemain kesulitan memahami filosofi permainan amorim
"['bingung', 'lihat', 'pemain', 'salah', 'passing', 'terus', 'jadi', 'enggak', 'pernah', 'berhasil', 'buat', 'build', 'up', 'serangan']",bingung lihat pemain salah passing berhasil build up serangan
"['isnan', 'kan', 'siapa', 'tau', 'balik', 'jadi', 'penyerang', 'bisa', 'sat', 'set', 'sat', 'set', 'lagi']",isnan tau penyerang sat set sat set
"['onana', 'tetap', 'akan', 'main', 'kalau', 'enggak', 'main', 'manchester', 'united', 'rugi', 'itu', 'lah', 'hasil', 'bisnis', 'kesepakatan', 'para', 'mafia', 'di', 'manchester', 'united', 'masih', 'kotor', 'memikirkan', 'bisnis', 'dari', 'pada', 'juara']",onana main main manchester united rugi hasil bisnis kesepakatan mafia di manchester united kotor memikirkan bisnis juara
"['banyak', 'komen', 'orang', 'glory', 'hunter', 'ajg', 'alias', 'karduss', 'fan', 'layar', 'kaca', 'doang', 'kayak', 'macam', 'datg', 'menonton', 'langsung', 'di', 'ot']",komen orang glory hunter ajg alias karduss fan layar kaca doang kayak datg menonton langsung di ot
"['iya', 'tapi', 'siapa', 'mau', 'beli']",iya beli
"['isnan', 'kan', 'siapa', 'tau', 'balik', 'jadi', 'penyerang', 'bisa', 'sat', 'set', 'sat', 'set', 'lagi']",isnan tau penyerang sat set sat set
['ngantuk'],ngantuk
"['kelen', 'hanya', 'eth', 'terus', 'di', 'salahkn', 'padahal', 'main', 'emyu', 'bagus', 'saja', 'padahal', 'di', 'player', 'nya', 'yang', 'memang', 'bapuk']",kelen eth di salahkn main emyu bagus di player nya bapuk
"['ayo', 'semangat', 'emyu', 'pasti', 'bisa', 'menang', 'ayo', 'semangat', 'emyu', 'pasti', 'bisa', 'menang']",ayo semangat emyu menang ayo semangat emyu menang
['cape'],cape
"['blunder', 'paling', 'fatal', 'membuang', 'mengganti', 'degea', 'dengan', 'onana']",blunder fatal membuang mengganti degea onana
['aish'],aish
"['sudah', 'kubilang', 'zirkzee', 'martial', 'v']",kubilang zirkzee martial v
"['inpo', 'ig', 'wasit']",inpo ig wasit
"['lu', 'kan', 'tanya', 'posisi', 'unbeaten', 'juga', 'bilbao', 'memang', 'unbeaten', 'kah']",lu posisi unbeaten bilbao unbeaten kah
"['pendukung', 'itu', 'apa', 'bang', 'aku', 'fan', 'emyu', 'pokok', 'nya', 'yang', 'enggak', 'sumbu', 'pendek', 'dan', 'tetap', 'objektif', 'lihat', 'kondisi', 'dalam', 'dan', 'luar', 'lapangan']",pendukung bang fan emyu pokok nya sumbu pendek objektif lihat kondisi lapangan
"['pemain', 'kita', 'kayak', 'kehilangan', 'otak', 'di', 'lapangan', 'banyak', 'keputusan', 'bodoh']",pemain kayak kehilangan otak di lapangan keputusan bodoh
"['tampil', 'solid', 'di', 'babak', 'pertama', 'tapi', 'babak', 'kedua', 'mulai', 'kehilangan', 'fokus', 'harus', 'lebih', 'fokus', 'di', 'pertandingan', 'selanjutnya']",tampil solid di babak babak kehilangan fokus fokus di pertandingan
"['salah', 'sih', 'botak', 'sih', 'ini']",salah sih botak sih
"['ruben', 'amorim', 'sudah', 'menunjukkan', 'tandatanda', 'positif', 'dalam', 'laga', 'pertama', 'meskipun', 'hasilnya', 'imbang', 'saya', 'percaya', 'dia', 'bisa', 'memperbaiki', 'tim', 'lebih', 'baik']",ruben amorim tandatanda positif laga hasilnya imbang percaya memperbaiki tim
"['pemain', 'seperti', 'pogba', 'sangat', 'dibutuhkan', 'dalam', 'formasi', 'utama']",pemain pogba dibutuhkan formasi utama
"['hojlund', 'makin', 'menunjukkan', 'kualitasnya', 'tapi', 'kita', 'enggak', 'bisa', 'hanya', 'berharap', 'dari', 'lini', 'depan', 'defense', 'harus', 'lebih', 'kompak', 'mu', 'menang']",hojlund kualitasnya berharap lini defense kompak mu menang
"['pelatih', 'fisiknya', 'siapa', 'emyu']",pelatih fisiknya emyu
"['hojlund', 'jadi', 'pembeda', 'tapi', 'pertahanan', 'kita', 'enggak', 'solid', 'harus', 'lebih', 'rapat', 'lagi', 'di', 'belakang']",hojlund pembeda pertahanan solid rapat di
"['jadwal', 'main', 'kapan', 'jam', 'berapa']",jadwal main jam
"['sungguh', 'mengecewakan', 'kita', 'kalah', 'dan', 'masih', 'banyak', 'sekali', 'kesalahan', 'defensif', 'amorim', 'harus', 'segera', 'bertindak']",sungguh mengecewakan kalah kesalahan defensif amorim bertindak
"['inal', 'masih', 'saja', 'berharap', 'sama', 'orang', 'yang', 'di', 'warlok', 'manchesternya', 'saja', 'sudah', 'enggak', 'diterima', 'kocak', 'move', 'on', 'deh', 'cepat', 'dan', 'jangan', 'menyalahkan', 'management', 'united']",inal berharap orang di warlok manchesternya diterima kocak move on deh cepat menyalahkan management united
"['pertahanan', 'mu', 'harusnya', 'lebih', 'agresif', 'jangan', 'gampang', 'kecolongan']",pertahanan mu agresif gampang kecolongan
"['masih', 'ada', 'beberapa', 'pemain', 'yang', 'belum', 'nyetel', 'dengan', 'taktik', 'amorim']",pemain nyetel taktik amorim
"['tenhag', 'out', 'carrick', 'ini']",tenhag out carrick
"['hoki', 'enggak', 'ada', 'var', 'wkwk']",hoki var wkwk
['tetap'],
"['pasti', 'kebobolan', 'enggak', 'mungkin', 'enggak', 'ada', 'kata', 'enggak', 'gol', 'pasti', 'kebobolan', 'jewer', 'kuping', 'gue', 'kalo', 'sampai', 'enggak', 'kebonolan']",kebobolan gol kebobolan jewer kuping gue kalo kebonolan
"['suka', 'banget', 'sama', 'kerja', 'sama', 'timnya', 'makin', 'kompak', 'tiap', 'pertandingan']",suka banget kerja timnya kompak pertandingan
"['rashford', 'dapat', 'peluang', 'juga']",rashford peluang
"['sosoan', 'beli', 'loan', 'pemain', 'ke', 'tim', 'lain', 'pengganti', 'nya', 'enggak', 'ada', 'transfer', 'window', 'bukanya', 'manfaatin', 'malah', 'beli', 'satu']",sosoan beli loan pemain ke tim pengganti nya transfer window bukanya manfaatin beli
"['wkwkkwkkwkwkwkwkwkwkwkwkwkwkwkwkwkkwkkwkwkwkwkkwkwkwkwkwkwkwkwkwkkwkwkwkw', 'pagi', 'pagi', 'sudah', 'mengakak']",wkwkkwkkwkwkwkwkwkwkwkwkwkwkwkwkwkkwkkwkwkwkwkkwkwkwkwkwkwkwkwkwkkwkwkwkw pagi pagi mengakak
"['pendukung', 'tenhag']",pendukung tenhag
"['hojlund', 'striker', 'tolol']",hojlund striker tolol
"['mending', 'tukang', 'kebun', 'old', 'trafford', 'jadi', 'pelatih', 'daripada', 'amorim', 'sungguh', 'memalukan']",mending tukang kebun old trafford pelatih amorim sungguh memalukan
"['pelatih', 'overrated', 'kalian', 'masih', 'belum', 'sadar']",pelatih overrated sadar
"['eth', 'aneh', 'bin', 'ajaibbruno', 'out', 'malah', 'tumini', 'ini']",eth aneh bin ajaibbruno out tumini
"['rashford', 'pun', 'tak', 'guna']",rashford
"['permainan', 'ten', 'hag', 'terlihat', 'lebih', 'stabil', 'namun', 'penyelesaian', 'akhir', 'tim', 'masih', 'jauh', 'dari', 'memuaskan']",permainan ten hag stabil penyelesaian tim memuaskan
"['kata', 'siapa', 'tahun', 'bisa', 'juga', 'tahun', 'wkwk']",wkwk
"['tim', 'lebih', 'berani', 'mengambil', 'inisiatif', 'serangan', 'dari', 'awal', 'pertandingan']",tim berani mengambil inisiatif serangan pertandingan
"['ambil', 'chihwel', 'saja']",ambil chihwel
"['mu', 'menang', 'tapi', 'kita', 'enggak', 'bisa', 'terus', 'menerus', 'bergantung', 'pada', 'hojlund', 'dan', 'garnacho', 'pertahanan', 'harus', 'lebih', 'rapat']",mu menang menerus bergantung hojlund garnacho pertahanan rapat
"['selama', 'pelatihnya', 'masih', 'pelatih', 'medioker', 'kelas', 'rendahan', 'enggak', 'bakal', 'bisa', 'juara', 'premier', 'league', 'semua', 'pemain', 'asal', 'liga', 'belanda', 'deh', 'dibawa', 'semua', 'sekarang', 'permainannya', 'masih', 'anginan', 'aowkwkw']",pelatihnya pelatih medioker kelas rendahan juara premier league pemain liga belanda deh dibawa permainannya anginan aowkwkw
"['gaji', 'turungak', 'ada', 'biaya', 'peminjaman']",gaji turungak biaya peminjaman
"['jadwal', 'main', 'kapan', 'jam', 'berapa']",jadwal main jam
"['deh', 'gea', 'diamonde', 'deh', 'light', 'maguire', 'mazroi', 'mctomnay', 'mainodavies', 'kvaratskhelia', 'hojlundgyokeres', 'olise']",deh gea diamonde deh light maguire mazroi mctomnay mainodavies kvaratskhelia hojlundgyokeres olise
"['kenapa', 'kita', 'masih', 'mempertahankan', 'pemain', 'sampah', 'ini', 'enggak', 'ada', 'kontribusi']",mempertahankan pemain sampah kontribusi
"['rotasi', 'pemain', 'amorim', 'lebih', 'masuk', 'akal', 'dibanding', 'ten', 'hag', 'yang', 'sering', 'memaksakan']",rotasi pemain amorim masuk akal dibanding ten hag memaksakan
"['r', 'saat', 'loan', 'lah', 'karena', 'masih', 'berstatus', 'pemain', 'emyu', 'kontraknya', 'jadi', 'ikut', 'maunya', 'emyu', 'pas', 'sudah', 'resmi', 'kontrak', 'dengan', 'chelsea', 'ya', 'sukasuka', 'chelsea', 'mau', 'diapakan', 'ini', 'pemain']",r loan berstatus pemain emyu kontraknya maunya emyu pas resmi kontrak chelsea ya sukasuka chelsea diapakan pemain
"['sudah', 'dari', 'musim', 'kemarin', 'perform', 'rashford', 'ini', 'turun', 'bgtcuma', 'mungkin', 'karena', 'pemain', 'lokal', 'yang', 'harus', 'di', 'utamain', 'jadi', 'ten', 'hag', 'juga', 'enggak', 'bisa', 'nolak', 'buat', 'enggak', 'mainin', 'dia', 'kayanya']",musim kemarin perform rashford turun bgtcuma pemain lokal di utamain ten hag nolak mainin kayanya
"['enggak', 'paham', 'tapi', 'tiap', 'main', 'pasti', 'rame', 'saja']",paham main rame
"['chemistry', 'tim', 'butuh', 'waktu', 'tapi', 'arah', 'permainan', 'sudah', 'lebih', 'jelas']",chemistry tim butuh arah permainan
"['jadi', 'mu', 'serba', 'salah', 'fansnya', 'ringan', 'hujat']",mu serba salah fansnya ringan hujat
"['laga', 'kedua', 'ini', 'menunjukkan', 'adanya', 'peningkatan', 'di', 'lini', 'pertahanan', 'namun', 'lini', 'serang', 'masih', 'belum', 'cukup', 'tajam', 'untuk', 'meraih', 'kemenangan']",laga peningkatan di lini pertahanan lini serang tajam meraih kemenangan
"['main', 'deh', 'satu', 'squad']",main deh squad
"['enggak', 'di', 'tonton', 'menang', 'giliran', 'ditonton', 'kalah', 'mending', 'enggak', 'usah', 'menonton', 'dulu']",di tonton menang giliran ditonton kalah mending menonton
"['keren', 'banget', 'menit', 'loh', 'main', 'dengan', 'pemain']",keren banget menit loh main pemain
"['amad', 'masih', 'enggak', 'fokus', 'main', 'habis', 'berduka']",amad fokus main habis berduka
"['pelatih', 'freak', 'ke', 'wkwkwk']",pelatih freak ke wkwkwk
"['taktik', 'oke', 'cuma', 'di', 'belakang', 'masih', 'gampang', 'bocor', 'harus', 'lebih', 'hatihati', 'menghadapi', 'serangan', 'lawan']",taktik oke di gampang bocor hatihati menghadapi serangan lawan
"['tau', 'proses', 'gol', 'garnacho']",tau proses gol garnacho
"['kalo', 'enggak', 'perform', 'gue', 'yakin', 'sih', 'desember', 'awal', 'tahun', 'juga', 'sih', 'botak', 'di', 'depak', 'ineos']",kalo perform gue sih desember sih botak di depak ineos
"['nah', 'itu', 'dia']",
"['at', 'least', 'kritikannya', 'ada', 'isinya', 'bos', 'biar', 'agak', 'paham', 'enggak', 'cuma', 'bisa', 'koar', 'doang']",at least kritikannya isinya bos biar paham koar doang
['halu'],halu
"['sudah', 'benar', 'dapat', 'tandem', 'pemain', 'yang', 'pas', 'eksperimen', 'enggak', 'jelas', 'lagi', 'mas', 'morim', 'mas', 'morim']",tandem pemain pas eksperimen mas morim mas morim
"['tenang', 'bro', 'duit', 'mu', 'banyak', 'jual', 'baju', 'bulan', 'sudah', 'balik', 'modal', 'kok', 'itu']",tenang bro duit mu jual baju modal
"['round', 'ini', 'belum', 'pakai', 'var']",round pakai var
"['kribo', 'dongong']",kribo dongong
['betul'],
"['enggak', 'tau', 'sorry', 'namanya', 'juga', 'manusia', 'bukan', 'nabi', 'boy']",tau sorry namanya manusia nabi boy
"['dulu', 'maguire', 'down', 'sekarang', 'bagus', 'sekarang', 'plz', 'kunciin', 'raspot', 'di', 'wc']",maguire down bagus plz kunciin raspot di wc
"['ya', 'bisa', 'saja', 'bang', 'trgantung', 'keinginan', 'pemain', 'nya', 'itu', 'sendiri', 'sbenernya', 'tapi', 'kok', 'gue', 'merasa', 'enggak', 'ada', 'tekad', 'sebesar', 'itu']",ya bang trgantung pemain nya sbenernya gue tekad
"['sudah', 'uzur']",uzur
"['ugarte', 'dm', 'maino', 'cuma', 'bruno', 'amf', 'lwf', 'garnacho', 'rwf', 'amad', 'cf', 'hojlund']",ugarte dm maino bruno amf lwf garnacho rwf amad cf hojlund
"['ugarte', 'benerbener', 'mengasih', 'keseimbangan', 'di', 'tengah', 'duetnya', 'sama', 'mainoo', 'sudah', 'kayak', 'prime', 'scholescarrick']",ugarte benerbener mengasih keseimbangan di duetnya mainoo kayak prime scholescarrick
"['yang', 'penting', 'tetap', 'dukung', 'tim', 'kesayangan', 'menang', 'kalah', 'itu', 'biasa']",dukung tim kesayangan menang kalah
"['senang', 'lihat', 'pemain', 'muda', 'dapat', 'kesempatan', 'di', 'era', 'amorim', 'ini', 'yang', 'kita', 'butuhkan']",senang lihat pemain muda kesempatan di era amorim butuhkan
"['relate', 'sekali', 'bang', 'wkwkwkw']",relate bang wkwkwkw
"['amorim', 'lebih', 'fleksibel', 'dalam', 'mengganti', 'skema', 'saat', 'pertandingan', 'berlangsung']",amorim fleksibel mengganti skema pertandingan
"['jadwal', 'main', 'kapan', 'jam', 'berapa']",jadwal main jam
"['yuk', 'semangat', 'bisa', 'wins']",yuk semangat wins
"['akhirnya', 'kalah']",kalah
"['gila', 'amorim', 'mengubah', 'tim', 'ini', 'menjadi', 'mesin', 'kemenangan']",gila amorim mengubah tim mesin kemenangan
"['sty', 'ini']",sty
"['tim', 'lebih', 'sering', 'melakukan', 'pressing', 'tinggi', 'dibanding', 'sebelumnya']",tim pressing dibanding
"['malah', 'kebobolan', 'pula']",kebobolan
"['bukan', 'bro', 'dia', 'bocah', 'yang', 'ikutan', 'doang', 'karena', 'temannya', 'dukung', 'emyu', 'wkwkwkwk', 'duskardus']",bro bocah ikutan doang temannya dukung emyu wkwkwkwk duskardus
"['semoga', 'musim', 'depan', 'ada', 'perubahan', 'signifikan']",semoga musim perubahan signifikan
"['maulana', 'eh', 'bagaimana', 'sih', 'bang', 'gua', 'pendukung', 'bayindir']",maulana eh sih bang gua pendukung bayindir
"['untuk', 'saat', 'ini', 'belum', 'ada']",
"['kasih', 'setahun', 'lagi', 'kita', 'lihat', 'ini', 'mu', 'sudah', 'datang', 'banyak', 'pemain', 'ditunggu', 'saja', 'baru', 'match']",kasih setahun lihat mu pemain ditunggu match
"['benerbener', 'diterpa', 'badai', 'coy']",benerbener diterpa badai coy
"['kan', 'kata', 'gue', 'lihat', 'sampai', 'akhir', 'musim', 'baru', 'percaya', 'enggak', 'percaya', 'ini', 'baru', 'match', 'lu', 'sudah', 'bisa', 'rangkumin', 'sampai', 'match', 'ke', 'atau', 'epl']",gue lihat musim percaya percaya match lu rangkumin match ke epl
"['pergantian', 'yang', 'salah', 'dan', 'tidak', 'tepat', 'atau', 'memang', 'pelatih', 'yang', 'medioker', 'dengan', 'merekrut', 'yang', 'rata', 'eks', 'ajax']",pergantian salah pelatih medioker merekrut eks ajax
"['gapapa', 'secara', 'permainan', 'saja', 'deh', 'bagus', 'prospeknya', 'oke']",gapapa permainan deh bagus prospeknya oke
"['ugarte', 'come', 'on']",ugarte come on
"['lini', 'pertahanan', 'semakin', 'solid', 'di', 'bawah', 'ruben', 'amorim', 'namun', 'greenwood', 'dan', 'rashford', 'harus', 'lebih', 'tajam', 'dalam', 'menyelesaikan', 'peluang']",lini pertahanan solid di ruben amorim greenwood rashford tajam menyelesaikan peluang
"['palmer', 'juga', 'boleh', 'lho', 'wkwk']",palmer lho wkwk
"['ente', 'penyefong', 'onanin', 'dan', 'tengag']",ente penyefong onanin tengag
"['rotasi', 'pemain', 'lebih', 'masuk', 'akal', 'tidak', 'ada', 'yang', 'dipaksa', 'main', 'saat', 'tidak', 'fit']",rotasi pemain masuk akal dipaksa main fit
"['jadwal', 'main', 'kapan', 'jam', 'berapa']",jadwal main jam
"['naikin', 'gaji', 'maino']",naikin gaji maino
"['fred', 'sering', 'membuat', 'keputusan', 'terburuburu', 'yang', 'menyebabkan', 'kita', 'kehilangan', 'bola', 'di', 'area', 'kritis']",fred keputusan terburuburu menyebabkan kehilangan bola di area kritis
"['bayindir', 'mazraoui', 'deh', 'ligt', 'martinez', 'dalot', 'mainoo', 'ugarte', 'amad', 'bruno', 'garnacho', 'zirkzee', 'onana', 'pinjemin', 'saja', 'liga', 'tarkam']",bayindir mazraoui deh ligt martinez dalot mainoo ugarte amad bruno garnacho zirkzee onana pinjemin liga tarkam
"['sudah', 'bukan', 'salah', 'pelatih', 'bwangg', 'memang', 'emyu', 'yang', 'bapuk']",salah pelatih bwangg emyu bapuk
"['bukan', 'kena', 'dengkul', 'memang', 'sengaja', 'disenggol', 'wkwkw', 'anjir', 'kesel', 'banget', 'lihatnya']",kena dengkul sengaja disenggol wkwkw anjir kesel banget lihatnya
"['gajadi', 'loan', 'ya', 'berarti']",gajadi loan ya
"['kemenangan', 'memang', 'penting', 'tapi', 'lebih', 'penting', 'lagi', 'konsistensi']",kemenangan konsistensi
"['lebih', 'untung', 'chelsea', 'jual', 'mason', 'mount', 'juta', 'yang', 'tinggal', 'hampasnya', 'doang']",untung chelsea jual mason mount juta tinggal hampasnya doang
"['intinya', 'sudah', 'berhenti', 'berharap', 'dapat', 'juara', 'liga', 'fa', 'cup', 'atau', 'carabao', 'sudah', 'senang', 'masuk', 'zona', 'champion', 'juga', 'sudah', 'alhamdulillah', 'saja', 'lelah', 'berharap', 'pada', 'botak', 'ktl', 'skema', 'itu', 'saja', 'enggak', 'ada', 'perubahannya']",intinya berhenti berharap juara liga fa cup carabao senang masuk zona champion alhamdulillah lelah berharap botak ktl skema perubahannya
['hahaha'],hahaha
"['benar', 'banggajelas', 'memang', 'ini', 'pelatih', 'terus', 'suka', 'so', 'soan', 'experimen', 'di', 'liga', 'inggris', 'pemain', 'giliran', 'kiper', 'enggak', 'mau', 'dia']",banggajelas pelatih suka so soan experimen di liga inggris pemain giliran kiper
"['bagus', 'enggak', 'bang', 'dorgu', 'mainnya']",bagus bang dorgu mainnya
"['di', 'inggris', 'saja', 'deh', 'tersingkir', 'ini', 'sih', 'botak', 'masih', 'maksain', 'saja', 'apa', 'yang', 'di', 'harapkan', 'dari', 'pemain', 'malas', 'lari']",di inggris deh tersingkir sih botak maksain di harapkan pemain malas lari
"['kok', 'case', 'enggak', 'pernah', 'di', 'pakai', 'lagi', 'ya']",case di pakai ya
"['jual', 'baju', 'mah', 'yang', 'cuan', 'adidasnya', 'wkwkwk', 'kalau', 'duitnya', 'ke', 'mu', 'juga', 'terus', 'adidas', 'dapat', 'apa']",jual baju mah cuan adidasnya wkwkwk duitnya ke mu adidas
"['jadwal', 'main', 'kapan', 'jam', 'berapa']",jadwal main jam
['sepakat'],sepakat
"['nah', 'itu', 'dia', 'bro', 'beda', 'kalo', 'hojlund', 'sudah', 'mentok', 'masuk', 'sih', 'zikri', 'langsung', 'leluasa', 'banget', 'winger', 'mu', 'karena', 'bisa', 'buka', 'ruang', 'walaupun', 'cuma', 'kelihatan', 'mondar', 'mandir']",bro beda kalo hojlund mentok masuk sih zikri langsung leluasa banget winger mu buka ruang mondar mandir
