before_tokenisasi,after_tokenisasi
ruben amorim semakin menunjukkan filosofi permainannya lini tengah terlihat lebih solid meskipun kami masih kesulitan di lini serang,"['ruben', 'amorim', 'semakin', 'menunjukkan', 'filosofi', 'permainannya', 'lini', 'tengah', 'terlihat', 'lebih', 'solid', 'meskipun', 'kami', 'masih', 'kesulitan', 'di', 'lini', 'serang']"
jual cari yang tenaga muda dan bayaran yang murah ketimbang yang ini beban club gajinya,"['jual', 'cari', 'yang', 'tenaga', 'muda', 'dan', 'bayaran', 'yang', 'murah', 'ketimbang', 'yang', 'ini', 'beban', 'club', 'gajinya']"
kenapa kita masih mempertahankan pemain sampah ini enggak ada kontribusi,"['kenapa', 'kita', 'masih', 'mempertahankan', 'pemain', 'sampah', 'ini', 'enggak', 'ada', 'kontribusi']"
masuk final fa saja itu hoki bjir harusnya kalah di semi lawan converty,"['masuk', 'final', 'fa', 'saja', 'itu', 'hoki', 'bjir', 'harusnya', 'kalah', 'di', 'semi', 'lawan', 'converty']"
ten hag menunjukkan kemajuan dalam struktur permainan tetapi ada kelemahan jelas di lini serang yang harus diperbaiki,"['ten', 'hag', 'menunjukkan', 'kemajuan', 'dalam', 'struktur', 'permainan', 'tetapi', 'ada', 'kelemahan', 'jelas', 'di', 'lini', 'serang', 'yang', 'harus', 'diperbaiki']"
syukurlah enggak di bantai,"['syukurlah', 'enggak', 'di', 'bantai']"
memang sudah enggak ketolong pak bupati ini,"['memang', 'sudah', 'enggak', 'ketolong', 'pak', 'bupati', 'ini']"
terus coba sebutin siapa yang cocok gantiin,"['terus', 'coba', 'sebutin', 'siapa', 'yang', 'cocok', 'gantiin']"
pergerakan off the ball pemain lebih bagus menciptakan banyak opsi serangan,"['pergerakan', 'off', 'the', 'ball', 'pemain', 'lebih', 'bagus', 'menciptakan', 'banyak', 'opsi', 'serangan']"
jadwal main kapan jam berapa,"['jadwal', 'main', 'kapan', 'jam', 'berapa']"
kita tetap perlu meningkatkan ketajaman di lini serang banyak peluang yang seharusnya bisa lebih diselesaikan,"['kita', 'tetap', 'perlu', 'meningkatkan', 'ketajaman', 'di', 'lini', 'serang', 'banyak', 'peluang', 'yang', 'seharusnya', 'bisa', 'lebih', 'diselesaikan']"
terlepas dari hasil akhir saya bangga menjadi bagian dari pendukung mu,"['terlepas', 'dari', 'hasil', 'akhir', 'saya', 'bangga', 'menjadi', 'bagian', 'dari', 'pendukung', 'mu']"
amorim pintar membaca permainan lawan strategi lebih adaptif,"['amorim', 'pintar', 'membaca', 'permainan', 'lawan', 'strategi', 'lebih', 'adaptif']"
sudah enggak ketolong lagi ini mah,"['sudah', 'enggak', 'ketolong', 'lagi', 'ini', 'mah']"
dialo n maino kenapa,"['dialo', 'n', 'maino', 'kenapa']"
saya sedikit kecewa dengan hasil imbang namun saya melihat banyak hal positif dalam cara bermain tim di bawah ruben amorim,"['saya', 'sedikit', 'kecewa', 'dengan', 'hasil', 'imbang', 'namun', 'saya', 'melihat', 'banyak', 'hal', 'positif', 'dalam', 'cara', 'bermain', 'tim', 'di', 'bawah', 'ruben', 'amorim']"
sabi menambah pasien bpjs,"['sabi', 'menambah', 'pasien', 'bpjs']"
mau salahin siapa bro yang biki taktik nerapin pemain dan pasang pemain ya pelatih bro,"['mau', 'salahin', 'siapa', 'bro', 'yang', 'biki', 'taktik', 'nerapin', 'pemain', 'dan', 'pasang', 'pemain', 'ya', 'pelatih', 'bro']"
mu sekarang lebih sabar dalam menyerang enggak cuma serangan balik doang semua berkat amorim yang sudah kasih pengaruh besar,"['mu', 'sekarang', 'lebih', 'sabar', 'dalam', 'menyerang', 'enggak', 'cuma', 'serangan', 'balik', 'doang', 'semua', 'berkat', 'amorim', 'yang', 'sudah', 'kasih', 'pengaruh', 'besar']"
kebiasaan pelatih ini begitu cuma main aman berharap hoki musim ke melatih main enggak aktraktif ada striker pasang bruno pelatih lfc saja baru datang mainnya lebih aktraktif dan efektif,"['kebiasaan', 'pelatih', 'ini', 'begitu', 'cuma', 'main', 'aman', 'berharap', 'hoki', 'musim', 'ke', 'melatih', 'main', 'enggak', 'aktraktif', 'ada', 'striker', 'pasang', 'bruno', 'pelatih', 'lfc', 'saja', 'baru', 'datang', 'mainnya', 'lebih', 'aktraktif', 'dan', 'efektif']"
apes,['apes']
formasi lebih fleksibel bisa berubah sesuai situasi pertandingan,"['formasi', 'lebih', 'fleksibel', 'bisa', 'berubah', 'sesuai', 'situasi', 'pertandingan']"
menonton mu sekarang bikin sakit mata amorim out bawa balik ten hag,"['menonton', 'mu', 'sekarang', 'bikin', 'sakit', 'mata', 'amorim', 'out', 'bawa', 'balik', 'ten', 'hag']"
rashford out,"['rashford', 'out']"
dari musim ke musim enggak ada peningkatan bro dilain sisi sudah ngabisin berapa duit tuh botak,"['dari', 'musim', 'ke', 'musim', 'enggak', 'ada', 'peningkatan', 'bro', 'dilain', 'sisi', 'sudah', 'ngabisin', 'berapa', 'duit', 'tuh', 'botak']"
biasalah youngstar akamsi di up media besokkannya langsung labil,"['biasalah', 'youngstar', 'akamsi', 'di', 'up', 'media', 'besokkannya', 'langsung', 'labil']"
pressing tinggi ala amorim lebih efektif ketimbang pressing setengah lapangan ten hag,"['pressing', 'tinggi', 'ala', 'amorim', 'lebih', 'efektif', 'ketimbang', 'pressing', 'setengah', 'lapangan', 'ten', 'hag']"
bisa enggak sih lebih cepat ambil keputusan di depan gawang kebanyakan mikir jadinya siasia,"['bisa', 'enggak', 'sih', 'lebih', 'cepat', 'ambil', 'keputusan', 'di', 'depan', 'gawang', 'kebanyakan', 'mikir', 'jadinya', 'siasia']"
skill individu makin berkembang passing lebih presisi bangga banget,"['skill', 'individu', 'makin', 'berkembang', 'passing', 'lebih', 'presisi', 'bangga', 'banget']"
jadwal main kapan jam berapa,"['jadwal', 'main', 'kapan', 'jam', 'berapa']"
mahal ya,"['mahal', 'ya']"
setuju dan kualitas united akan tetap seperti itu jika masih ada rashy,"['setuju', 'dan', 'kualitas', 'united', 'akan', 'tetap', 'seperti', 'itu', 'jika', 'masih', 'ada', 'rashy']"
skor walau menang mu enggak bisa terus bermain begini pertahanan harus lebih rapat agar enggak kebobolan lagi,"['skor', 'walau', 'menang', 'mu', 'enggak', 'bisa', 'terus', 'bermain', 'begini', 'pertahanan', 'harus', 'lebih', 'rapat', 'agar', 'enggak', 'kebobolan', 'lagi']"
squad mewah tapi cedera fan ronaldo masih sakit hati ya awokwo,"['squad', 'mewah', 'tapi', 'cedera', 'fan', 'ronaldo', 'masih', 'sakit', 'hati', 'ya', 'awokwo']"
ngeboostnya sampai mana bro musim lalu,"['ngeboostnya', 'sampai', 'mana', 'bro', 'musim', 'lalu']"
kekalahan yang memalukan kalah kalau pertahanan kita kayak begini kita bakal kesulitan terus,"['kekalahan', 'yang', 'memalukan', 'kalah', 'kalau', 'pertahanan', 'kita', 'kayak', 'begini', 'kita', 'bakal', 'kesulitan', 'terus']"
banyak kok baru main di epl bagus kalau di latih pelatih yang tegas pola permainan bagus,"['banyak', 'kok', 'baru', 'main', 'di', 'epl', 'bagus', 'kalau', 'di', 'latih', 'pelatih', 'yang', 'tegas', 'pola', 'permainan', 'bagus']"
enggak sengaja itu min anjir,"['enggak', 'sengaja', 'itu', 'min', 'anjir']"
alasan yang tidak masuk akal sehat,"['alasan', 'yang', 'tidak', 'masuk', 'akal', 'sehat']"
betul,['betul']
peter schmeichel tahun waktu treble mu imbang lawan arsenal roy keane kartu merah di menit terakhir schemeichel save penalty nya bergkamp di perpanjangan waktu giggs cetak gol solo run legendaris,"['peter', 'schmeichel', 'tahun', 'waktu', 'treble', 'mu', 'imbang', 'lawan', 'arsenal', 'roy', 'keane', 'kartu', 'merah', 'di', 'menit', 'terakhir', 'schemeichel', 'save', 'penalty', 'nya', 'bergkamp', 'di', 'perpanjangan', 'waktu', 'giggs', 'cetak', 'gol', 'solo', 'run', 'legendaris']"
masih ada beberapa pemain yang belum nyetel dengan taktik amorim,"['masih', 'ada', 'beberapa', 'pemain', 'yang', 'belum', 'nyetel', 'dengan', 'taktik', 'amorim']"
keputusan bijak nan cerdas wkwk enggak mengikuti sebulan saja hidup rasanya lebih fresh,"['keputusan', 'bijak', 'nan', 'cerdas', 'wkwk', 'enggak', 'mengikuti', 'sebulan', 'saja', 'hidup', 'rasanya', 'lebih', 'fresh']"
lu lihat pemain liverpool awal klopp bagaimana terus bagaimana kebebasan klopp belanja pemain mau bandingin sama yang didapat ten hag jauh memang kualitasnya jauh ini gue mengomongkan fakta kalo sudah pendukung pasti enggak bakal terima fakta,"['lu', 'lihat', 'pemain', 'liverpool', 'awal', 'klopp', 'bagaimana', 'terus', 'bagaimana', 'kebebasan', 'klopp', 'belanja', 'pemain', 'mau', 'bandingin', 'sama', 'yang', 'didapat', 'ten', 'hag', 'jauh', 'memang', 'kualitasnya', 'jauh', 'ini', 'gue', 'mengomongkan', 'fakta', 'kalo', 'sudah', 'pendukung', 'pasti', 'enggak', 'bakal', 'terima', 'fakta']"
harusnya yang diganti eth sih coba rvn jadi coach nya asistennya rvp eth bagian cuci jersey capek juga nunggu eth bangun tim,"['harusnya', 'yang', 'diganti', 'eth', 'sih', 'coba', 'rvn', 'jadi', 'coach', 'nya', 'asistennya', 'rvp', 'eth', 'bagian', 'cuci', 'jersey', 'capek', 'juga', 'nunggu', 'eth', 'bangun', 'tim']"
kok mu sering banget kena counter attack harusnya bisa lebih disiplin di lini tengah,"['kok', 'mu', 'sering', 'banget', 'kena', 'counter', 'attack', 'harusnya', 'bisa', 'lebih', 'disiplin', 'di', 'lini', 'tengah']"
fit untuk menghibur,"['fit', 'untuk', 'menghibur']"
jadwal main kapan jam berapa,"['jadwal', 'main', 'kapan', 'jam', 'berapa']"
mesti dilatih siy cara defensenya lagi jangan bola mulu yang diliatin,"['mesti', 'dilatih', 'siy', 'cara', 'defensenya', 'lagi', 'jangan', 'bola', 'mulu', 'yang', 'diliatin']"
laga kedua menunjukkan banyak perbaikan dalam organisasi tim meskipun masih ada kekurangan di lini serang yang perlu segera diperbaiki oleh ruben amorim,"['laga', 'kedua', 'menunjukkan', 'banyak', 'perbaikan', 'dalam', 'organisasi', 'tim', 'meskipun', 'masih', 'ada', 'kekurangan', 'di', 'lini', 'serang', 'yang', 'perlu', 'segera', 'diperbaiki', 'oleh', 'ruben', 'amorim']"
jamunya onana apa ya kayak fit mulu,"['jamunya', 'onana', 'apa', 'ya', 'kayak', 'fit', 'mulu']"
sabar dulu bang wkwkw pergantiannya memang aneh tunggu tahun lagi biar genap tahun kalo masih begitu begitu saja harus out eth kenapa tahun kita lihat saja ke klop di liverpool,"['sabar', 'dulu', 'bang', 'wkwkw', 'pergantiannya', 'memang', 'aneh', 'tunggu', 'tahun', 'lagi', 'biar', 'genap', 'tahun', 'kalo', 'masih', 'begitu', 'begitu', 'saja', 'harus', 'out', 'eth', 'kenapa', 'tahun', 'kita', 'lihat', 'saja', 'ke', 'klop', 'di', 'liverpool']"
amorim master class babak kedua,"['amorim', 'master', 'class', 'babak', 'kedua']"
sudah bukan salah pelatih bwangg memang emyu yang bapuk,"['sudah', 'bukan', 'salah', 'pelatih', 'bwangg', 'memang', 'emyu', 'yang', 'bapuk']"
lini depan kita lebih hidup tapi defense masih masalah besar mu menang tapi pertahanan harus diperbaiki cepat,"['lini', 'depan', 'kita', 'lebih', 'hidup', 'tapi', 'defense', 'masih', 'masalah', 'besar', 'mu', 'menang', 'tapi', 'pertahanan', 'harus', 'diperbaiki', 'cepat']"
jadwal main kapan jam berapa,"['jadwal', 'main', 'kapan', 'jam', 'berapa']"
kalau mu enggak segera perbaiki pertahanan bisa makin terpuruk di liga,"['kalau', 'mu', 'enggak', 'segera', 'perbaiki', 'pertahanan', 'bisa', 'makin', 'terpuruk', 'di', 'liga']"
pergantian yang enggak habis pikir menurut gua bisa nya garna yang ditarik keluar,"['pergantian', 'yang', 'enggak', 'habis', 'pikir', 'menurut', 'gua', 'bisa', 'nya', 'garna', 'yang', 'ditarik', 'keluar']"
jadwal main kapan jam berapa,"['jadwal', 'main', 'kapan', 'jam', 'berapa']"
tengahnya sudah mayan alirannya tapi pas sampai winger bolanya mati kalo enggak backpass anjir,"['tengahnya', 'sudah', 'mayan', 'alirannya', 'tapi', 'pas', 'sampai', 'winger', 'bolanya', 'mati', 'kalo', 'enggak', 'backpass', 'anjir']"
maino kaya di nerf deh kaya enggak ada keeatifitas lagi kaya musim kemarin,"['maino', 'kaya', 'di', 'nerf', 'deh', 'kaya', 'enggak', 'ada', 'keeatifitas', 'lagi', 'kaya', 'musim', 'kemarin']"
dorgu underrated banget tapi potensinya gede sudah mulai kelihatan chemistrynya sama tim,"['dorgu', 'underrated', 'banget', 'tapi', 'potensinya', 'gede', 'sudah', 'mulai', 'kelihatan', 'chemistrynya', 'sama', 'tim']"
banyak pemain mu yang performanya naik turun harusnya lebih konsisten,"['banyak', 'pemain', 'mu', 'yang', 'performanya', 'naik', 'turun', 'harusnya', 'lebih', 'konsisten']"
nah ayo bang kita debat pendukung onana dan ten hag,"['nah', 'ayo', 'bang', 'kita', 'debat', 'pendukung', 'onana', 'dan', 'ten', 'hag']"
yeh berarti belum valid dong bang apa yang lu omongkan,"['yeh', 'berarti', 'belum', 'valid', 'dong', 'bang', 'apa', 'yang', 'lu', 'omongkan']"
bisa enggak sih tenhag kalo kalah enggak usah masuk lapangan langsung saja ke locker room,"['bisa', 'enggak', 'sih', 'tenhag', 'kalo', 'kalah', 'enggak', 'usah', 'masuk', 'lapangan', 'langsung', 'saja', 'ke', 'locker', 'room']"
kemenangan tapi kalau pertahanan enggak diperbaiki kita bisa kesulitan di lagalaga berikutnya,"['kemenangan', 'tapi', 'kalau', 'pertahanan', 'enggak', 'diperbaiki', 'kita', 'bisa', 'kesulitan', 'di', 'lagalaga', 'berikutnya']"
gua malah salah fokus bruno nendang santai banget terus ketawa maksud gua ini baru nendang pertama oi,"['gua', 'malah', 'salah', 'fokus', 'bruno', 'nendang', 'santai', 'banget', 'terus', 'ketawa', 'maksud', 'gua', 'ini', 'baru', 'nendang', 'pertama', 'oi']"
laga pertama cukup positif meskipun tidak menang saya percaya dengan waktu ruben amorim bisa membawa tim ini ke jalur kemenangan,"['laga', 'pertama', 'cukup', 'positif', 'meskipun', 'tidak', 'menang', 'saya', 'percaya', 'dengan', 'waktu', 'ruben', 'amorim', 'bisa', 'membawa', 'tim', 'ini', 'ke', 'jalur', 'kemenangan']"
betul selalu blunder di pergantian pemain,"['betul', 'selalu', 'blunder', 'di', 'pergantian', 'pemain']"
chemistry tim butuh waktu tapi arah permainan sudah lebih jelas,"['chemistry', 'tim', 'butuh', 'waktu', 'tapi', 'arah', 'permainan', 'sudah', 'lebih', 'jelas']"
gila pertahanannya bolong banget serangan lawan kayak latihan doang,"['gila', 'pertahanannya', 'bolong', 'banget', 'serangan', 'lawan', 'kayak', 'latihan', 'doang']"
ini nih komen epik,"['ini', 'nih', 'komen', 'epik']"
makanya kalo pegang bola jangan suka ngalamun,"['makanya', 'kalo', 'pegang', 'bola', 'jangan', 'suka', 'ngalamun']"
kata untuk casemiro,"['kata', 'untuk', 'casemiro']"
ini oramg sudah main gabener nendang penalti pun enggak bisa memang cocoknya dibuang saja sudah,"['ini', 'oramg', 'sudah', 'main', 'gabener', 'nendang', 'penalti', 'pun', 'enggak', 'bisa', 'memang', 'cocoknya', 'dibuang', 'saja', 'sudah']"
benar sekali intinya semua dilakukan secara kurang terstruktur bertahap dan sistematis jadi hasilnya kayak amburadul susah banget buat konsisten main positif,"['benar', 'sekali', 'intinya', 'semua', 'dilakukan', 'secara', 'kurang', 'terstruktur', 'bertahap', 'dan', 'sistematis', 'jadi', 'hasilnya', 'kayak', 'amburadul', 'susah', 'banget', 'buat', 'konsisten', 'main', 'positif']"
capek serius deh,"['capek', 'serius', 'deh']"
setiap pertandingan adalah peluang dan mu harus memanfaatkannya,"['setiap', 'pertandingan', 'adalah', 'peluang', 'dan', 'mu', 'harus', 'memanfaatkannya']"
eksekutor pinalti terkahir punya arsenal siapa cokk a a,"['eksekutor', 'pinalti', 'terkahir', 'punya', 'arsenal', 'siapa', 'cokk', 'a', 'a']"
onana kenapa enggak cedera juga,"['onana', 'kenapa', 'enggak', 'cedera', 'juga']"
amorim harus segera bangkit setelah kekalahan ini adalah hasil yang sangat mengecewakan,"['amorim', 'harus', 'segera', 'bangkit', 'setelah', 'kekalahan', 'ini', 'adalah', 'hasil', 'yang', 'sangat', 'mengecewakan']"
onana berusaha keras tapi pertahanan kita masih rentan kemenangan bukan berarti kita aman,"['onana', 'berusaha', 'keras', 'tapi', 'pertahanan', 'kita', 'masih', 'rentan', 'kemenangan', 'bukan', 'berarti', 'kita', 'aman']"
kapan main lagi dan jam berapa,"['kapan', 'main', 'lagi', 'dan', 'jam', 'berapa']"
pemain harus lebih disiplin dalam bertahan jangan lengah,"['pemain', 'harus', 'lebih', 'disiplin', 'dalam', 'bertahan', 'jangan', 'lengah']"
keren banget menit loh main dengan pemain,"['keren', 'banget', 'menit', 'loh', 'main', 'dengan', 'pemain']"
bruno di bawah amorim makin kelihatan kayak jenderal benaran di lapangan passingnya makin rapi visi makin gila,"['bruno', 'di', 'bawah', 'amorim', 'makin', 'kelihatan', 'kayak', 'jenderal', 'benaran', 'di', 'lapangan', 'passingnya', 'makin', 'rapi', 'visi', 'makin', 'gila']"
follback bang,"['follback', 'bang']"
onana enggak bisa save anjing,"['onana', 'enggak', 'bisa', 'save', 'anjing']"
setuju,['setuju']
enggak bisa main lwan emyu cuma selama semusim saat loan saja atau bagaimana min,"['enggak', 'bisa', 'main', 'lwan', 'emyu', 'cuma', 'selama', 'semusim', 'saat', 'loan', 'saja', 'atau', 'bagaimana', 'min']"
saya melihat banyak peningkatan dalam permainan tim meskipun hasilnya imbang saya optimis dengan filosofi yang dibawa oleh ruben amorim,"['saya', 'melihat', 'banyak', 'peningkatan', 'dalam', 'permainan', 'tim', 'meskipun', 'hasilnya', 'imbang', 'saya', 'optimis', 'dengan', 'filosofi', 'yang', 'dibawa', 'oleh', 'ruben', 'amorim']"
ambil chihwel saja,"['ambil', 'chihwel', 'saja']"
kemenangan tapi kalau pertahanan enggak diperbaiki kita bisa kesulitan di lagalaga berikutnya,"['kemenangan', 'tapi', 'kalau', 'pertahanan', 'enggak', 'diperbaiki', 'kita', 'bisa', 'kesulitan', 'di', 'lagalaga', 'berikutnya']"
arne slot bisa sekeren itu ya ten hag,"['arne', 'slot', 'bisa', 'sekeren', 'itu', 'ya', 'ten', 'hag']"
bruno pertahankan standart kita,"['bruno', 'pertahankan', 'standart', 'kita']"
turun bang,"['turun', 'bang']"
masih dibawa tuchel kata gua itu gua ada feeling bagus juga tuchel latih mu tapi balik lagi ke orang masing kalo memang gasuka tetap saja bakal enggak suka,"['masih', 'dibawa', 'tuchel', 'kata', 'gua', 'itu', 'gua', 'ada', 'feeling', 'bagus', 'juga', 'tuchel', 'latih', 'mu', 'tapi', 'balik', 'lagi', 'ke', 'orang', 'masing', 'kalo', 'memang', 'gasuka', 'tetap', 'saja', 'bakal', 'enggak', 'suka']"
laga kedua amorim kemenangan tapi jangan lupa kita masih banyak pr di lini belakang,"['laga', 'kedua', 'amorim', 'kemenangan', 'tapi', 'jangan', 'lupa', 'kita', 'masih', 'banyak', 'pr', 'di', 'lini', 'belakang']"
zirkzee mulai mencair,"['zirkzee', 'mulai', 'mencair']"
bukannya oshimen di loan ke galatasaray,"['bukannya', 'oshimen', 'di', 'loan', 'ke', 'galatasaray']"
amad casemiro kurs banget,"['amad', 'casemiro', 'kurs', 'banget']"
zirkzee mulai mencair,"['zirkzee', 'mulai', 'mencair']"
mana nih gnev yang bilang bahwa rashford harus jadi pemain dengan gaji tertinggi diklub karena modal akamsi dan main bagus semusim,"['mana', 'nih', 'gnev', 'yang', 'bilang', 'bahwa', 'rashford', 'harus', 'jadi', 'pemain', 'dengan', 'gaji', 'tertinggi', 'diklub', 'karena', 'modal', 'akamsi', 'dan', 'main', 'bagus', 'semusim']"
tim lebih sering melakukan pressing tinggi dibanding sebelumnya,"['tim', 'lebih', 'sering', 'melakukan', 'pressing', 'tinggi', 'dibanding', 'sebelumnya']"
jadinya main kapan bang jam berapa,"['jadinya', 'main', 'kapan', 'bang', 'jam', 'berapa']"
ruben amorim sudah mulai memperkenalkan filosofi baru namun saya merasa lini serang masih perlu banyak perbaikan untuk meraih kemenangan,"['ruben', 'amorim', 'sudah', 'mulai', 'memperkenalkan', 'filosofi', 'baru', 'namun', 'saya', 'merasa', 'lini', 'serang', 'masih', 'perlu', 'banyak', 'perbaikan', 'untuk', 'meraih', 'kemenangan']"
lu kan tanya posisi unbeaten juga bilbao memang unbeaten kah,"['lu', 'kan', 'tanya', 'posisi', 'unbeaten', 'juga', 'bilbao', 'memang', 'unbeaten', 'kah']"
bangsat,['bangsat']
yang penting onana raspot starter supaya tercipta hiburan tiap match,"['yang', 'penting', 'onana', 'raspot', 'starter', 'supaya', 'tercipta', 'hiburan', 'tiap', 'match']"
tolol,['tolol']
rotasi pemain lebih masuk akal tidak ada yang dipaksa main saat tidak fit,"['rotasi', 'pemain', 'lebih', 'masuk', 'akal', 'tidak', 'ada', 'yang', 'dipaksa', 'main', 'saat', 'tidak', 'fit']"
kemenangan telak tapi pertahanan masih bisa lebih baik harus lebih waspada di lagalaga mendatang,"['kemenangan', 'telak', 'tapi', 'pertahanan', 'masih', 'bisa', 'lebih', 'baik', 'harus', 'lebih', 'waspada', 'di', 'lagalaga', 'mendatang']"
memang layak ini mental juara bayindir motm,"['memang', 'layak', 'ini', 'mental', 'juara', 'bayindir', 'motm']"
bayindir mazraoui deh ligt martinez dalot mainoo ugarte amad bruno garnacho zirkzee onana pinjemin saja liga tarkam,"['bayindir', 'mazraoui', 'deh', 'ligt', 'martinez', 'dalot', 'mainoo', 'ugarte', 'amad', 'bruno', 'garnacho', 'zirkzee', 'onana', 'pinjemin', 'saja', 'liga', 'tarkam']"
