Comment Text,Cleaned Comment,Sentiment,preprocessing_comment
@unmagnetism Emang emyu knp,emang emyu knp,netral,emyu
INI ZAMAN Jose vs Fergusson Manchester United vs Chelsea 23.30 WIB saksikan livenya jangan sampai ketinggalan Kita liat Chelsea bisa ngalahain Emyu di Oldtrafford atau memang kalah tipis. #Chelsea #MUFC #GGMU https://t.co/hLUwtrECTx,ini zaman jose vs fergusson manchester united vs chelsea wib saksikan livenya jangan sampai ketinggalan kita liat chelsea bisa ngalahain emyu di oldtrafford atau memang kalah tipis chelsea mufc ggmu,netral,zaman jose vs fergusson manchester united vs chelsea wib saksi livenya tinggal lihat chelsea ngalahain emyu di oldtrafford kalah tipis chelsea mufc ggmu
@kun_wardana @ManUtd_ID Bayi Ajaib.. Sukses bahagia selalu pak Kun ï¸ð®ð©,bayi ajaib sukses bahagia selalu pak kun,positif,bayi ajaib sukses bahagia kun
EH KOCAK... COBA LU BELAH DADA GUE... DAN LU LIAT ISINYA APAAN... ISINYA EMYU ... ITU ARTINYA GUE CINTA EMYU ... MANCHESTER UNITED TILL I DIE... PAHAM LU... https://t.co/7fPSNwPLm2,eh kocak coba lu belah dada gue dan lu liat isinya apaan isinya emyu itu artinya gue cinta emyu manchester united till i die paham lu,negatif,eh kocak coba lu belah dada gue lu lihat isi isi emyu gue cinta emyu manchester united till i die paham lu
Amorin setelah Manchester united nahan imbang tim yg katanya jago itu emyu kurang beruntung aja https://t.co/kUy6lHwoSY,amorin setelah manchester united nahan imbang tim yg katanya jago itu emyu kurang beruntung aja,positif,amorin manchester united tahan imbang tim jago emyu untung
Tim tetangga kapan win nya tuh #emyu #ManchesterUnited #amorimball,tim tetangga kapan win nya tuh emyu manchesterunited amorimball,positif,tim tetangga win nya tuh emyu manchesterunited amorimball
Gua kira emyu itu udh paling gblk ternyata gua lebih gblokk anjj,gua kira emyu itu udh paling gblk ternyata gua lebih gblokk anjj,negatif,gua emyu gblk gua gblokk anjj
@ManUtd_ID Okelah terserah,okelah terserah,negatif,oke serah
@ManUtd_ID Gue nunggu lu ngetrol jersey tanah abang min @ManUtd_ID plisss hayukk,gue nunggu lu ngetrol jersey tanah abang min plis hayukk,positif,gue nunggu lu ngetrol jersey tanah abang min plis hayo
Minggu malam hujan deras Squidward di TV bahas RealMadrid vs Manchester United. Azka cek #LoveScoutEp6 Uya Kuya di story Aguan bahas $TRUMP. Berurat banget celetuk Emyu fans #virnight sambil lihat #shaniweddingday trending. Absurd banget! Link: https://t.co/Ed9XcJh8uS https://t.co/2ZPMoNPbBA,minggu malam hujan deras squidward di tv bahas realmadrid vs manchester united azka cek lovescoutep uya kuya di story aguan bahas trump berurat banget celetuk emyu fans virnight sambil lihat shaniweddingday trending absurd banget link,positif,minggu malam hujan deras squidward di tv bahas realmadrid vs manchester united azka cek lovescoutep uya kuya di story aguan bahas trump urat banget celetuk emyu fan virnight lihat shaniweddingday trending absurd banget link
@ManUtd_ID Paling ganas iki lee.,paling ganas iki lee,positif,ganas iki lee
@ManUtd_ID goblok,goblok,negatif,goblok
jujur kemaren sangat percaya sama nih pelatih ajax tapi makin kesini kepercayaan semakin luntur dengan melihat beberapa keputusan dia di lapangan atau diluar lapangan sekalipun. Terimakasih dan sampai jumpa #Tenhagout #ManchesterUnited #Emyu,jujur kemaren sangat percaya sama nih pelatih ajax tapi makin kesini kepercayaan semakin luntur dengan melihat beberapa keputusan dia di lapangan atau diluar lapangan sekalipun terimakasih dan sampai jumpa tenhagout manchesterunited emyu,positif,jujur kemarin percaya nih latih ajax kesini percaya luntur putus di lapang diluar lapang terimakasih jumpa tenhagout manchesterunited emyu
@nakanomemoria @ManUtd_ID lebih baik dilanjutkan untuk menghibur fans yg lain,lebih baik dilanjutkan untuk menghibur fans yg lain,positif,dilanjutkan hibur fan
Perbandingan Ugarte dan Casemiro musim lalu #ManchesterUnited #ManuelUgarte #Casemiro #kingemyu https://t.co/i0KG5Td8cq,perbandingan ugarte dan casemiro musim lalu manchesterunited manuelugarte casemiro kingemyu,netral,banding ugarte casemiro musim manchesterunited manuelugarte casemiro kingemyu
@ManUtd_ID yahaha,yahaha,negatif,yahaha
@The_RedsIndo Fans emyu mah udah sering dibully dan dihina bertahun tahun kebelakang. Jd biasa aja sih. Ke tantrum an lu yg lucu dan kocak disini,fans emyu mah udah sering dibully dan dihina bertahun tahun kebelakang jd biasa aja sih ke tantrum an lu yg lucu dan kocak disini,negatif,fan emyu mah dibully hina bertahun kebelakang sih ke tantrum an lu lucu kocak
@yudaaayyy @ManUtd_ID Skwkkwkwkw PR bgt yaa,skwkkwkwkw pr bgt yaa,negatif,skwkkwkwkw pr banget ya
@ManUtd_ID Dasar Setan merah,dasar setan merah,negatif,dasar setan merah
ini kiper terbodoh sepanjang sejarah MU @PorosHalangID @ManUtd @ManUtd_ID @utdfocusid https://t.co/tm5FtFDdLS,ini kiper terbodoh sepanjang sejarah mu,positif,kiper bodoh sejarah mu
emyu beli alat ini aja buat jadi striker,emyu beli alat ini aja buat jadi striker,netral,emyu beli alat striker
@ManUtd_ID wkwk.. Klub bola tapi gak bisa bikin gol sama sekali,wkwk klub bola tapi gak bisa bikin gol sama sekali,negatif,wkwk klub bola bikin gol
@idextratime langsung aja pialanya kasih ke king emyu,langsung aja pialanya kasih ke king emyu,netral,langsung piala kasih ke king emyu
@ManUtd_ID Kalo maen jam 3 udh pasti menang tapi kalo maen jam 9an udh pasti kalah,kalo maen jam udh pasti menang tapi kalo maen jam an udh pasti kalah,positif,kalo main jam menang kalo main jam an kalah
lucu bgt liat org ngefans bola sampe berantem wkwk. makanya jd fans emyu dkatain klub tolol juga ngeiyain dibilang bapuk ya emg iya jg haha,lucu bgt liat org ngefans bola sampe berantem wkwk makanya jd fans emyu dkatain klub tolol juga ngeiyain dibilang bapuk ya emg iya jg haha,negatif,lucu banget lihat orang ngefans bola antem wkwk fan emyu dkatain klub tolol ngeiyain bilang bapuk ya iya haha
@lovajell emyu udah jago sekarang,emyu udah jago sekarang,positif,emyu jago
Dari kecil udah diajarin sabar... karena jadi fans Emyu.,dari kecil udah diajarin sabar karena jadi fans emyu,positif,ajar sabar fan emyu
@ManUtd_ID blokkk,blok,negatif,blok
@ManUtd_ID Dehhhh dehhh,deh deh,positif,deh deh
@ManUtd_ID Bidik 3 point,bidik point,netral,bidik point
@bienforbien @undipmfs bisa kayaknya kak blio aja bisa bikin setan yang di logo emyu,bisa kayaknya kak blio aja bisa bikin setan yang di logo emyu,netral,kayak kak blio bikin setan di logo emyu
#EPL FT : Manchester United 4-0 Everton Rashford 34' 46' Zirkzee 41' 64' Ngeri banget oi Emyu sekarang.. #Blibli @bliblidotcom https://t.co/OLAvXGwOGh,epl ft manchester united everton rashford zirkzee ngeri banget oi emyu sekarang blibli,negatif,epl ft manchester united everton rashford zirkzee ngeri banget oi emyu blibli
@slh_mhmm @ManUtd_ID kekalahan adalah awal dari kemenengan TAPI MENANGNYA KAPAN ANJIM!,kekalahan adalah awal dari kemenengan tapi menangnya kapan anjim,positif,kalah neng menang anjim
@ManUtd_ID MIKIR MALU!!!,mikir malu,negatif,mikir malu
@ManUtd_ID Xixixi..,xixixi,positif,xixixi
@Unterhose08 Yg penting jangan Chelsea-emyu aja.... Sakit kepala,yg penting jangan chelseaemyu aja sakit kepala,negatif,chelseaemyu sakit kepala
@ManUtd_ID Guru sejarah... Ga maju2,guru sejarah ga maju,negatif,guru sejarah maju
@ManUtd_ID Myu masuk di detik akhir,myu masuk di detik akhir,netral,myu masuk di detik
@idextratime Mending nonton siaran ulang emyu vs palace,mending nonton siaran ulang emyu vs palace,netral,mending tonton siar ulang emyu vs palace
@ManUtd_ID Selesai tuh emyu. nungguin opini lawyernya 10hag @CoachJustinL,selesai tuh emyu nungguin opini lawyernya hag,positif,selesai tuh emyu tunggu opini lawyernya hag
Kalo gw banyak ngeluh dan putus asa gw harusnya malu sama fans emyu. Walaupun mereka tiap hari di bully mereka tetap tegak berdiri #ManchesterUnited #Emyu #MUFC #GGMU #Maguire,kalo gw banyak ngeluh dan putus asa gw harusnya malu sama fans emyu walaupun mereka tiap hari di bully mereka tetap tegak berdiri manchesterunited emyu mufc ggmu maguire,positif,kalo gue ngeluh putus asa gue malu fan emyu di bully tegak berdiri manchesterunited emyu mufc ggmu maguire
@ManUtd_ID Jangan ungkit masalalu LEEEE,jangan ungkit masalalu le,negatif,ungkit masalalu
@ManUtd_ID Selesai untuk ten hag,selesai untuk ten hag,positif,selesai ten hag
Goalllll 0-1 Liverpool Manchester United aduh anfield jadi taman kanak kanak emyu nih? #MUFC #ManchesterUnited #Liverpool https://t.co/QSdDk52wN9,goal liverpool manchester united aduh anfield jadi taman kanak kanak emyu nih mufc manchesterunited liverpool,netral,goal liverpool manchester united aduh anfield taman kanak kanak emyu nih mufc manchesterunited liverpool
Awal Desember yang ceria dan indah...menang telak clean sheet...glory glory glory United #Emyu #GGMU #MUFC #ManchesterUnited https://t.co/SKeibnFs5F,awal desember yang ceria dan indahmenang telak clean sheetglory glory glory united emyu ggmu mufc manchesterunited,positif,desember ceria indahmenang telak clean sheetglory glory glory united emyu ggmu mufc manchesterunited
@ManUtd_ID Hahaha udah bener ternyata gua tinggal tidur tadi malam emang kagak beres ini tim mainnya busuk gitu gajelas,hahaha udah bener ternyata gua tinggal tidur tadi malam emang kagak beres ini tim mainnya busuk gitu gajelas,positif,hahaha gua tinggal tidur malam kagak beres tim main busuk
Fans Liverpool terbangsat dan alay bilang fans Emyu miskin akting lu miskin Kang malu #YNWA,fans liverpool terbangsat dan alay bilang fans emyu miskin akting lu miskin kang malu ynwa,negatif,fan liverpool bangsat alay bilang fan emyu miskin akting lu miskin kang malu ynwa
Ugarte telah tiba di Carington dan akan menandatangani kontraknya hari ini Pengumuman official akan menyusul #ManchesterUnited #Ugarte #kingemyu https://t.co/BKqDBYimvK,ugarte telah tiba di carington dan akan menandatangani kontraknya hari ini pengumuman official akan menyusul manchesterunited ugarte kingemyu,netral,ugarte di carington menandatangani kontrak pengumuman official susul manchesterunited ugarte kingemyu
@ManUtd_ID MU butuh Michael Carrick,mu butuh michael carrick,netral,mu butuh michael carrick
Starting line-up #PremierLeague MW 11 Manchester United vs Leicester RvN menurunkan skuad serupa saat imbangi Chelsea. Bedanya kali ini Amad start Garnacho bench. Match ini jadi laga keempat sekaligus terakhir bagi Nistelrooy as manager interim emyu. #MUFC #MUNLEI 2024/25,starting lineup premierleague mw manchester united vs leicester rvn menurunkan skuad serupa saat imbangi chelsea bedanya kali ini amad start garnacho bench match ini jadi laga keempat sekaligus terakhir bagi nistelrooy as manager interim emyu mufc munlei,netral,starting lineup premierleague manchester united vs leicester rvn turun skuad imbang chelsea beda kali amad start garnacho bench match laga keempat nistelrooy as manager interim emyu mufc munlei
@utdfocusid Tenhag strateginya nggk cocok udah di level premier league keteteran maen di level Europa yang notabene maen di Europa League hasil peringkat tengah liga-liga di Europa masih juga kewalahan pecat aja sudah Ten Hag @ManUtd_ID @ManUtd,tenhag strateginya nggk cocok udah di level premier league keteteran maen di level europa yang notabene maen di europa league hasil peringkat tengah ligaliga di europa masih juga kewalahan pecat aja sudah ten hag,positif,tenhag strategi cocok di level premier league keteter main di level europa notabene main di europa league hasil peringkat ligaliga di europa kewalahan pecat ten hag
Rasmus Holjund masih berkerja keras agar cepat kembali untuk tim dan segera mendapatkan menit bermain @MailSport #ManchesterUnited #Holjund #kingemyu https://t.co/PyzXiShz5b,rasmus holjund masih berkerja keras agar cepat kembali untuk tim dan segera mendapatkan menit bermain manchesterunited holjund kingemyu,netral,rasmus holjund kerja keras cepat tim menit main manchesterunited holjund kingemyu
@ManUtd_ID Emyu sampai bongkooo,emyu sampai bongko,netral,emyu bongko
Brighton 2 - 1 Manchester United. kalah dari Brighton yang pelatihnya baru. Tapi tenang aja fans Emyu ini baru pertandingan kedua masih awal musim. Dari kekalahan malam ini nanti di akhir musim kita ga akan kaget kalau MU kaga juara liga. #BHAMUN #GGMU,brighton manchester united kalah dari brighton yang pelatihnya baru tapi tenang aja fans emyu ini baru pertandingan kedua masih awal musim dari kekalahan malam ini nanti di akhir musim kita ga akan kaget kalau mu kaga juara liga bhamun ggmu,positif,brighton manchester united kalah brighton latih tenang fan emyu tanding musim kalah malam di musim kaget mu kagak juara liga bhamun ggmu
@idextratime Lagian pemain akademi liverpool disuruh main njir Wong akademi emyu aja masih 10x lebih bagus ketimbang akademi liverpool,lagian pemain akademi liverpool disuruh main njir wong akademi emyu aja masih x lebih bagus ketimbang akademi liverpool,negatif,main akademi liverpool suruh main anjir akademi emyu kali bagus ketimbang akademi liverpool
@hamdan_thoif @ManUtd_ID @pangeransiahaan Pembukaan dan penutupan nya di lakukan oleh unggas,pembukaan dan penutupan nya di lakukan oleh unggas,positif,buka tutup nya di laku unggas
pliss mending naksir emyu,pliss mending naksir emyu,netral,pliss mending taksir emyu
@ManUtd_ID Bambang Gentholet,bambang gentholet,netral,bambang gentholet
@ManUtd_ID wkwkwkw,wkwkwkw,positif,wkwkwkw
@cxlturedd Semalam habis nonton emyu pasti,semalam habis nonton emyu pasti,netral,malam habis tonton emyu
Manchester United akan segera memberi pembaruan kontrak untuk Kobbie Mainoo [@FabrizioRomano] #ManchesterUnited #Mainoo #kingemyu https://t.co/wcZTL0O8JB,manchester united akan segera memberi pembaruan kontrak untuk kobbie mainoo manchesterunited mainoo kingemyu,netral,manchester united pembaruan kontrak kobbie mainoo manchesterunited mainoo kingemyu
@ManUtd_ID selesai sudah ten hag. https://t.co/qeHtx9XOyM,selesai sudah ten hag,negatif,selesai ten hag
@haduhudah Emyu itu apa? Bisa ditonton?,emyu itu apa bisa ditonton,negatif,emyu tonton
@ManUtd_ID Peringkat 13 le,peringkat le,positif,peringkat
@ManUtd_ID Kiper anjing @AndreyOnana mula sama rambut dulu tuh benerin baru jadi kiper @DalotDiogo jg tololll woiii lu main di old trafford tp kek tai itu kiper lu muka nya mirippp monyeeettttt,kiper anjing mula sama rambut dulu tuh benerin baru jadi kiper jg tolol woi lu main di old trafford tp kek tai itu kiper lu muka nya mirip monyet,negatif,kiper anjing rambut tuh benerin kiper tolol woi lu main di old trafford kayak tahi kiper lu muka nya monyet
@ManUtd_ID seng genah mainmu bang abang cok i,seng genah mainmu bang abang cok i,negatif,seng genah main bang abang cok i
@ManUtd_ID Mending mainin pemain full akademinya aja.. klo degradasi jadi ga malu malu amat..,mending mainin pemain full akademinya aja klo degradasi jadi ga malu malu amat,positif,mending mainin main full akademi kalo degradasi malu malu
@ManUtd_ID Pembantaian G30Spurs,pembantaian gspurs,negatif,bantai gspurs
@utdfocusid Ternyata pertandingan emyu lawan Coventry gak seburuk itu wkwk,ternyata pertandingan emyu lawan coventry gak seburuk itu wkwk,positif,tanding emyu lawan coventry buruk wkwk
@ManUtd_ID main aja yg bener kocak,main aja yg bener kocak,negatif,main kocak
Manchester United resmi mengumumkan kedatangan winger timnas Norwegia Celin Bizet dari Tottenham Hotspur. Durasi kontraknya berlaku hingga 2027. : Pengumumumannya gini amat tim sosmednya Emyu Women lol. #BarclaysWSL https://t.co/OtiihEoyPu,manchester united resmi mengumumkan kedatangan winger timnas norwegia celin bizet dari tottenham hotspur durasi kontraknya berlaku hingga pengumumumannya gini amat tim sosmednya emyu women lol barclayswsl,positif,manchester united resmi mengumumkan kedatangan winger timnas norwegia celin bizet tottenham hotspur durasi kontrak laku pengumumumannya tim sosmednya emyu women lol barclayswsl
@zhaohlusi @adorbsproject Sengaja ya apalagi yang pake editan emyu perlu senior sambit dulu hahahhaa inisial @Makrleec,sengaja ya apalagi yang pake editan emyu perlu senior sambit dulu hahahhaa inisial,negatif,sengaja ya pakai edit emyu senior sambit hahahhaa inisial
@ManUtd_ID Karepmu yu emyu,karepmu yu emyu,netral,karepmu yuk emyu
bro meragukan kesetiaan seorang fans emyu sejak kelas 5 sd,bro meragukan kesetiaan seorang fans emyu sejak kelas sd,negatif,bro ragu setia fan emyu kelas sd
cc. Kang @hayder_imron @ManUtd_ID,cc kang,netral,cc kang
Tidur nyenyak fans emyu #ManchesterUnited,tidur nyenyak fans emyu manchesterunited,netral,tidur nyenyak fan emyu manchesterunited
bubar aja dah ini klub setan manchester united alias emyu alias aduhhhh lu bikin gue emosi mulu,bubar aja dah ini klub setan manchester united alias emyu alias aduh lu bikin gue emosi mulu,negatif,bubar deh klub setan manchester united alias emyu alias aduh lu bikin gue emosi mulu
