Comment Text,Cleaned Comment,Sentiment,preprocessing_comment
"@theobonaa Dorgu tu type pemain Versatile, sama kayak Marcos Llorente & Rodrigo De Paul di ATM, bisa main di beberapa posisi. Klo lu main efootball pasti tau",dorgu tu type pemain versatile sama kayak marcos llorente rodrigo de paul di atm bisa main di beberapa posisi klo lu main efootball pasti tau,netral,dorgu type main versatile kayak marcos llorente rodrigo deh paul di atm main di posisi kalo lu main efootball tau
"Ruben Amorim sudah mulai membawa perubahan positif, meskipun kami hanya bermain imbang, saya melihat ada peningkatan dalam filosofi permainan.",ruben amorim sudah mulai membawa perubahan positif meskipun kami hanya bermain imbang saya melihat ada peningkatan dalam filosofi permainan,positif,ruben amorim bawa ubah positif main imbang tingkat filosofi main
"Laga kedua menunjukkan beberapa peningkatan, tetapi lini serang masih perlu banyak perbaikan agar bisa meraih kemenangan.",laga kedua menunjukkan beberapa peningkatan tetapi lini serang masih perlu banyak perbaikan agar bisa meraih kemenangan,positif,laga tingkat lini serang perbaikan raih menang
Golin ke mantan,golin ke mantan,negatif,golin ke mantan
"Amorim bawa MU main seperti tim juara, Ten Hag cuma bisa parkir bus. Viva Amorim!",amorim bawa mu main seperti tim juara ten hag cuma bisa parkir bus viva amorim,netral,amorim bawa mu main tim juara ten hag parkir bus viva amorim
"Yeh, berarti belum valid dong bang apa yang lu omongin",yeh berarti belum valid dong bang apa yang lu omongin,negatif,yeh valid bang lu omong
maino ganti,maino ganti,netral,maino ganti
"Amorim akhirnya bikin tim lebih kompak, tapi defense kita masih sering keluar dari posisi. Perlu lebih rapat!",amorim akhirnya bikin tim lebih kompak tapi defense kita masih sering keluar dari posisi perlu lebih rapat,netral,amorim bikin tim kompak defense posisi rapat
@welbykindi.b beneeerr wkwk,b benerr wkwk,positif,b wkwk
@rezafebr28 klo bisa nontonnya jangan pas Onana maiiin bwaaang...ï£¿Ã¼Â§â¢,klo bisa nontonnya jangan pas onana main bwang tm,negatif,kalo nontonnya pas onana main bwang tm
@hazzfelix opsi buy akhir musim,opsi buy akhir musim,netral,opsi buy musim
"MU menang 3-1, tapi kita nggak bisa terus menerus bergantung pada Hojlund dan Garnacho. Pertahanan harus lebih rapat.",mu menang tapi kita nggak bisa terus menerus bergantung pada hojlund dan garnacho pertahanan harus lebih rapat,positif,mu menang menerus gantung hojlund garnacho tahan rapat
Bayindir bisa nih geser onane... ï£¿Ã¼Ã²Ã,bayindir bisa nih geser onane,netral,bayindir nih geser onane
"Klo palmer gas, ditukerin sterling malah downgrade dong",klo palmer gas ditukerin sterling malah downgrade dong,negatif,kalo palmer gas ditukerin sterling downgrade
"Onana udah kayak tembok beton di gawang! Gak ada yang bisa ngalahin dia lagi, udah top banget!",onana udah kayak tembok beton di gawang gak ada yang bisa ngalahin dia lagi udah top banget,positif,onana kayak tembok beton di gawang ngalahin top banget
"Klu g mau sabar jgn jadi Fans MU, Orang Sabar pasti Fans mu",klu g mau sabar jgn jadi fans mu orang sabar pasti fans mu,negatif,sabar fan mu orang sabar fan mu
pendukung itu apa bg?.. aku fans emyu pokok nya.. yg ga sumbu pendek dan tetep objektif liat kondisi dalam dan luar lapangan,pendukung itu apa bg aku fans emyu pokok nya yg ga sumbu pendek dan tetep objektif liat kondisi dalam dan luar lapangan,positif,dukung bang fan emyu pokok nya sumbu pendek objektif lihat kondisi lapang
pelatihnya yang badut,pelatihnya yang badut,negatif,latih badut
"Wajar sih, baru dibeli PSG ditebus Emyu, lagian ni pemain dulu sempat diincer Emyu juga tapi kesalip PSG kan",wajar sih baru dibeli psg ditebus emyu lagian ni pemain dulu sempat diincer emyu juga tapi kesalip psg kan,negatif,wajar sih beli psg tebus emyu main diincer emyu salip psg
"Onana tampil sempurna, tapi kalau pertahanan tetap kayak gini, bisa bahaya. MU menang 3-1, tapi ada PR besar di belakang.",onana tampil sempurna tapi kalau pertahanan tetap kayak gini bisa bahaya mu menang tapi ada pr besar di belakang,positif,onana tampil sempurna tahan kayak bahaya mu menang pr di
@za.inal217 MOVE ON BRO ï£¿Ã¼Ã²Ã,inal move on bro,negatif,inal move on bro
"jgn hujat formasinya, klo formasi ini menang tadi pasti  beda ketikan kalian",jgn hujat formasinya klo formasi ini menang tadi pasti beda ketikan kalian,positif,hujat formasi kalo formasi menang beda keti
@abllxsz cuman mu doang yg unbeaten,cuman mu doang yg unbeaten,negatif,cuman mu doang unbeaten
Ten hag kaya bocah main ps. Pokoknya ada pemain baru label bintang masukinï£¿Ã¼Ã²Ã,ten hag kaya bocah main ps pokoknya ada pemain baru label bintang masukin,negatif,ten hag kaya bocah main pas pokok main label bintang masukin
nice,nice,positif,nice
sabi nambah pasien bpjs,sabi nambah pasien bpjs,netral,sabi menambah pasien bpjs
alamat degradasi ï£¿Ã¼Ã²Ã,alamat degradasi,negatif,alamat degradasi
"Suka banget liat taktik Amorim, cuma masih perlu waktu biar tim lebih solid. Kadang mereka masih bingung di lapangan.",suka banget liat taktik amorim cuma masih perlu waktu biar tim lebih solid kadang mereka masih bingung di lapangan,positif,suka banget lihat taktik amorim biar tim solid kadang bingung di lapang
"@ivn.maulana eh, gimana sih bang? ï£¿Ã¼Ã²Ã gua pendukung Bayindir 100%",maulana eh gimana sih bang gua pendukung bayindir,negatif,maulana eh sih bang gua dukung bayindir
"Gila, seru banget pertandingan kali ini! Ayo terus berjuang!",gila seru banget pertandingan kali ini ayo terus berjuang,positif,gila seru banget tanding kali ayo juang
TT sama Palmer baru cocok,tt sama palmer baru cocok,netral,tt palmer cocok
Udh sikat gpp,udh sikat gpp,negatif,sikat apa-apa
Pertandingan lawan liverpool menurut saya malah rashford ngasih 2 umpan yg harusnya jadi gol..malah garnacho yg sering kehilangan bola.,pertandingan lawan liverpool menurut saya malah rashford ngasih umpan yg harusnya jadi golmalah garnacho yg sering kehilangan bola,netral,tanding lawan liverpool rashford asih umpan golmalah garnacho hilang bola
"Lagiann ujungnya yg di mainin maguire evan, mason mound, rasford, casemiro kok ngarep apa sama botak",lagiann ujungnya yg di mainin maguire evan mason mound rasford casemiro kok ngarep apa sama botak,negatif,lagiann ujung di mainin maguire evan mason mound rasford casemiro harap botak
wkwk gimana si,wkwk gimana si,negatif,wkwk sih
"Lini serang masih belum tajam, namun saya optimis Ruben Amorim akan segera memperbaiki kekurangan tersebut.",lini serang masih belum tajam namun saya optimis ruben amorim akan segera memperbaiki kekurangan tersebut,netral,lini serang tajam optimis ruben amorim memperbaiki kekurangan
"Lini belakang kita lemah banget! 1-2 kalah, kalau ini nggak diperbaiki, kita bisa terus-terusan kalah.",lini belakang kita lemah banget kalah kalau ini nggak diperbaiki kita bisa terusterusan kalah,positif,lini lemah banget kalah diperbaiki terusterusan kalah
@nurimanhdyt bruno sering diving sama merengek rengek minta pelanggaran. Jd udah di Notice para wasit,bruno sering diving sama merengek rengek minta pelanggaran jd udah di notice para wasit,positif,bruno diving rengek rengek langgar di notice wasit
Amorim lebih fleksibel dalam mengganti skema saat pertandingan berlangsung.,amorim lebih fleksibel dalam mengganti skema saat pertandingan berlangsung,positif,amorim fleksibel ganti skema tanding
"Tenang, minimal 1 trophy musim ini",tenang minimal trophy musim ini,netral,tenang minimal trophy musim
@fahmiajasihh Januari bisa dibeli bro kalo harga dia ada yg cocok sma club manapun,januari bisa dibeli bro kalo harga dia ada yg cocok sma club manapun,positif,januari beli bro kalo harga cocok club manapun
"Saya mulai optimis dengan pendekatan Ruben Amorim, meskipun hasil imbang, permainan tim lebih terstruktur dan lebih cepat.",saya mulai optimis dengan pendekatan ruben amorim meskipun hasil imbang permainan tim lebih terstruktur dan lebih cepat,positif,optimis pendekatan ruben amorim hasil imbang main tim struktur cepat
Baru 2 pertandingan aja udah kalah gimana nanti nya,baru pertandingan aja udah kalah gimana nanti nya,negatif,tanding kalah nya
"Gak paham, tapi tiap main pasti rame aja",gak paham tapi tiap main pasti rame aja,positif,paham main rame
"Amorim bawa perubahan positif, tim lebih berani menyerang.",amorim bawa perubahan positif tim lebih berani menyerang,positif,amorim bawa ubah positif tim berani serang
"Bapuknya mulai keliatan, aslinya biasa banget ni pemain. Di munchen aja dibuang",bapuknya mulai keliatan aslinya biasa banget ni pemain di munchen aja dibuang,negatif,bapuknya asli banget main di munchen buang
follback bang,follback bang,netral,follback bang
"Amorim kasih kita kemenangan penting, tapi pertahanan tetap jadi masalah. 4-1 buat MU, tapi harus lebih solid.",amorim kasih kita kemenangan penting tapi pertahanan tetap jadi masalah buat mu tapi harus lebih solid,positif,amorim kasih menang tahan mu solid
"Kayanya amorim sengaja masang mainoo jd striker buat ngasih ultimatum ke striker lain dah, kaya ""lu liat nih gua bisa mainin siapapun jadi striker kalo lu berdua mainnya masih ga jelas"" gitu kali yaa? ï£¿Ã¼Ã²Ã",kayanya amorim sengaja masang mainoo jd striker buat ngasih ultimatum ke striker lain dah kaya lu liat nih gua bisa mainin siapapun jadi striker kalo lu berdua mainnya masih ga jelas gitu kali yaa,negatif,kaya amorim sengaja masang mainoo striker asih ultimatum ke striker deh kaya lu lihat nih gua mainin striker kalo lu berdua main kali ya
Rotasi pemain lebih masuk akal di era Amorim.,rotasi pemain lebih masuk akal di era amorim,positif,rotasi main masuk akal di era amorim
Dorgu sama maino  kayak abang adek njir ï£¿Ã¼Ã²Ã,dorgu sama maino kayak abang adek njir,negatif,dorgu maino kayak abang adek anjir
Bacotan mantan pemain rival ada benernya juga ini,bacotan mantan pemain rival ada benernya juga ini,negatif,bacot mantan main rival benernya
@rulyadi_munandar dia main bgus kok,dia main bgus kok,netral,main bagus
Ini mangsudnya eth masih mainin raspot tuh apa ya? Titipan orang dalem kah?,ini mangsudnya eth masih mainin raspot tuh apa ya titipan orang dalem kah,negatif,mangsudnya eth mainin raspot tuh ya titip orang dalem kah
Bruno ngoper kenceng amat,bruno ngoper kenceng amat,negatif,bruno ngoper kencang
@adeyogapratamaa klu streaming dimana,klu streaming dimana,netral,streaming dimana
"Kok offside yah , biasanya kalo 2 orang terakhir kasih pass ga masalah. Apa karena udh d blakang kiper",kok offside yah biasanya kalo orang terakhir kasih pass ga masalah apa karena udh d blakang kiper,negatif,offside ya kalo orang kasih pass di blakang kiper
@dickysetyawan21_ Jurgen Klopp apa pep,jurgen klopp apa pep,netral,jurgen klopp pep
@long.live.reuse lumayan lama??? setengah musim aja ga ada. toh pemain yg skrg peninggalan ten haag semua. ga bisa berharap banyak,livereuse lumayan lama setengah musim aja ga ada toh pemain yg skrg peninggalan ten haag semua ga bisa berharap banyak,positif,livereuse lumayan musim main tinggal ten haag harap
Kenapa ya aura onana klo main rasanya mw kalah terus bawakan nya.. Syukur alhamdulillah ada mantan lord edisi sblmnya Maguire jd pembeda di akhir laga ï£¿Ã¼Ã²Ã§,kenapa ya aura onana klo main rasanya mw kalah terus bawakan nya syukur alhamdulillah ada mantan lord edisi sblmnya maguire jd pembeda di akhir laga,negatif,ya aura onana kalo main kalah bawa nya syukur alhamdulillah mantan lord edisi maguire beda di laga
Misuhnya nanti ah kalau udh Match Day ke 5,misuhnya nanti ah kalau udh match day ke,negatif,misuh ah match day ke
Bek kita kayak nggak punya otak! Blunder lagi blunder lagi!,bek kita kayak nggak punya otak blunder lagi blunder lagi,positif,bek kayak otak blunder blunder
Pergantian pemain lebih efektif di bawah Amorim dibanding Ten Hag.,pergantian pemain lebih efektif di bawah amorim dibanding ten hag,netral,ganti main efektif di amorim banding ten hag
"Onana dan Mazroui tampil solid, tapi lini belakang MU masih terlalu mudah ditembus. 4-1 bukan jaminan kita aman.",onana dan mazroui tampil solid tapi lini belakang mu masih terlalu mudah ditembus bukan jaminan kita aman,netral,onana mazroui tampil solid lini mu mudah tembus jamin aman
"Di bawah Amorim, tim lebih solid secara keseluruhan, meski ketajaman di depan gawang perlu ditingkatkan.",di bawah amorim tim lebih solid secara keseluruhan meski ketajaman di depan gawang perlu ditingkatkan,positif,di amorim tim solid tajam di gawang tingkat
"Kemenangan 3-0, tapi kalau pertahanan nggak diperbaiki, kita bisa kesulitan di laga-laga berikutnya.",kemenangan tapi kalau pertahanan nggak diperbaiki kita bisa kesulitan di lagalaga berikutnya,positif,menang tahan diperbaiki sulit di lagalaga
Kita kalah 1-2 dan banyak sekali kesalahan di pertahanan. Amorim harus segera atasi masalah ini atau kita bakal terus kalah!,kita kalah dan banyak sekali kesalahan di pertahanan amorim harus segera atasi masalah ini atau kita bakal terus kalah,negatif,kalah salah di tahan amorim atasi kalah
"Harusnya lebih banyak mainin pemain muda, kasih mereka kesempatan.",harusnya lebih banyak mainin pemain muda kasih mereka kesempatan,negatif,mainin main muda kasih kesempatan
@yuddhi.tse luke shaw hidup saat mau di panggil timnas inggris doang,tse luke shaw hidup saat mau di panggil timnas inggris doang,positif,tse luke shaw hidup di panggil timnas inggris doang
Di beli dari Chelsea cuman jadi langganan bpjs,di beli dari chelsea cuman jadi langganan bpjs,positif,di beli chelsea cuman langgan bpjs
Pressing tinggi ala Amorim lebih efektif ketimbang pressing setengah lapangan Ten Hag.,pressing tinggi ala amorim lebih efektif ketimbang pressing setengah lapangan ten hag,positif,pressing ala amorim efektif ketimbang pressing lapang ten hag
"bang minta jadwal nya emyu kapan main, jam berapa?",bang minta jadwal nya emyu kapan main jam berapa,netral,bang jadwal nya emyu main jam
onana jual de gea balikin lg,onana jual de gea balikin lg,negatif,onana jual deh gea balikin
Bales babak ke-2. Di st0ry ï£¿Ã¼Ã«Ã¢ @dwichynsp selalu share lÂ¬Â°nk nntn Emyu,bales babak ke di stry selalu share l nk nntn emyu,netral,balas babak ke di stry share l nk tonton emyu
"Stop mainin rashford sm Casemiro sebagai starter, kasih Amad sm ugarte yg main Inti",stop mainin rashford sm casemiro sebagai starter kasih amad sm ugarte yg main inti,netral,stop mainin rashford casemiro starter kasih amad ugarte main inti
"Setuju, kalo engga rashford kunciin dikamar mandi dulu please bgt biar dia sadar diri seengaknyaï£¿Ã¼Ã²Ã",setuju kalo engga rashford kunciin dikamar mandi dulu please bgt biar dia sadar diri seengaknya,positif,tuju kalo rashford kunciin kamar mandi please banget biar sadar seengaknya
Dialo n maino knp ?,dialo n maino knp,netral,dialo n maino
"ya kudu sabar, pengen nya langsung cetak gol, menang dan besuk selanjut nya gitu lagi tp lawan nya ga tidur ï£¿Ã¼Ã²Ã butuh adaptasi dan strategi",ya kudu sabar pengen nya langsung cetak gol menang dan besuk selanjut nya gitu lagi tp lawan nya ga tidur butuh adaptasi dan strategi,positif,ya kudu sabar pengin nya langsung cetak gol menang besuk selanjut nya lawan nya tidur butuh adaptasi strategi
"Pie ora fit, mlumpat we ora ï£¿Ã¼Ã²Ã«",pie ora fit mlumpat we ora,negatif,pie ora fit mlumpat we ora
"Yg di tunggu kemenangan beruntun buat ningkatin mental, eee baru match ke 2 udah KO...",yg di tunggu kemenangan beruntun buat ningkatin mental e baru match ke udah ko,positif,di tunggu menang untun ningkatin mental e match ke
jasa vektor dm aja,jasa vektor dm aja,netral,jasa vektor dm
Ruben Amorim harus lebih tegas dalam rotasi pemain. Lini serang yang kurang tajam menjadi masalah besar di laga pertama.,ruben amorim harus lebih tegas dalam rotasi pemain lini serang yang kurang tajam menjadi masalah besar di laga pertama,netral,ruben amorim rotasi main lini serang tajam di laga
"Era Ten Hag terlalu banyak eksperimen formasi, Amorim lebih konsisten dengan sistemnya.",era ten hag terlalu banyak eksperimen formasi amorim lebih konsisten dengan sistemnya,negatif,era ten hag eksperimen formasi amorim konsisten sistem
@egitohir gua yg nonton city vs chelsea kemaren kyk nonton enzo caicedo vs all skuad city,gua yg nonton city vs chelsea kemaren kyk nonton enzo caicedo vs all skuad city,netral,gua tonton city vs chelsea kemarin kayak tonton enzo caicedo vs all skuad city
Tominay kan laku 30 lumayan lah,tominay kan laku lumayan lah,positif,tominay laku lumayan
