Comment Text,Cleaned Comment,Sentiment
"Kemenangan 3-0, tapi kalau pertahanan nggak diperbaiki, kita bisa kesulitan di laga-laga berikutnya.",kemenangan tapi kalau pertahanan nggak diperbaiki kita bisa kesulitan di lagalaga berikutnya,positif
"@mocinkosfav gua malah salfok bruno nendang santai bngt trus ketawa, mksud gua ini bru nendang pertama oiï£¿Ã¼Ã²Ã",gua malah salfok bruno nendang santai bngt trus ketawa mksud gua ini bru nendang pertama oi,positif
"Laga pertama cukup positif, meskipun tidak menang. Saya percaya dengan waktu Ruben Amorim bisa membawa tim ini ke jalur kemenangan.",laga pertama cukup positif meskipun tidak menang saya percaya dengan waktu ruben amorim bisa membawa tim ini ke jalur kemenangan,positif
"@dadan_725 betul, selalu blunder di pergantian pemain.",betul selalu blunder di pergantian pemain,negatif
"Chemistry tim butuh waktu, tapi arah permainan sudah lebih jelas.",chemistry tim butuh waktu tapi arah permainan sudah lebih jelas,netral
"Gila, pertahanannya bolong banget! Serangan lawan kayak latihan doang!",gila pertahanannya bolong banget serangan lawan kayak latihan doang,negatif
@_farisrf ï£¿Ã¼Ã²Ã. Ini nih komen epik,ini nih komen epik,netral
Makanya kalo pegang bola jangan suka ngalamun,makanya kalo pegang bola jangan suka ngalamun,negatif
@rick20qq 1 kata untuk Casemiro,kata untuk casemiro,netral
Ni oramg udah main gabener nendang penalti pun gabisa emang cocoknya dibuang aja udah,ni oramg udah main gabener nendang penalti pun gabisa emang cocoknya dibuang aja udah,negatif
"bener sekali. Intinya semua dilakukan secara kurang terstruktur, bertahap, dan sistematis. Jadi hasilnya kayak amburadul. Susah bgt buat konsisten main positif",bener sekali intinya semua dilakukan secara kurang terstruktur bertahap dan sistematis jadi hasilnya kayak amburadul susah bgt buat konsisten main positif,negatif
Capekkk serius deh,capek serius deh,netral
"Setiap pertandingan adalah peluang, dan MU harus memanfaatkannya.",setiap pertandingan adalah peluang dan mu harus memanfaatkannya,netral
Eksekutor pinalti terkahir punya arsenal siapa cokk??ï£¿Ã¼Ã«Âªï£¿Ã¼Ã«Âª,eksekutor pinalti terkahir punya arsenal siapa cokk a a,netral
Onana kenapa ga cedera juga?,onana kenapa ga cedera juga,negatif
Amorim harus segera bangkit setelah kekalahan ini! 1-2 adalah hasil yang sangat mengecewakan.,amorim harus segera bangkit setelah kekalahan ini adalah hasil yang sangat mengecewakan,negatif
"Onana berusaha keras, tapi pertahanan kita masih rentan. Kemenangan 3-1 bukan berarti kita aman.",onana berusaha keras tapi pertahanan kita masih rentan kemenangan bukan berarti kita aman,positif
kapan main lagi? dan jam berapa?,kapan main lagi dan jam berapa,netral
"Pemain harus lebih disiplin dalam bertahan, jangan lengah!",pemain harus lebih disiplin dalam bertahan jangan lengah,positif
Keren banget. 60 menit loh main dengan 10 pemain.,keren banget menit loh main dengan pemain,positif
"Bruno di bawah Amorim makin keliatan kayak jendral beneran di lapangan! Passingnya makin rapi, visi makin gila!",bruno di bawah amorim makin keliatan kayak jendral beneran di lapangan passingnya makin rapi visi makin gila,negatif
follback bang,follback bang,netral
onana ga bisa save anjing,onana ga bisa save anjing,negatif
Setuju ï£¿Ã¼Ã®â¢ï£¿Ã¼Ã®â¢ï£¿Ã¼Ã®â¢,setuju,positif
gabisa main lwan emyu cuma selama semusim saat loan aja atau gimana min?,gabisa main lwan emyu cuma selama semusim saat loan aja atau gimana min,netral
"Saya melihat banyak peningkatan dalam permainan tim, meskipun hasilnya imbang, saya optimis dengan filosofi yang dibawa oleh Ruben Amorim.",saya melihat banyak peningkatan dalam permainan tim meskipun hasilnya imbang saya optimis dengan filosofi yang dibawa oleh ruben amorim,positif
Ambil chihwel aja,ambil chihwel aja,netral
"Kemenangan 3-0, tapi kalau pertahanan nggak diperbaiki, kita bisa kesulitan di laga-laga berikutnya.",kemenangan tapi kalau pertahanan nggak diperbaiki kita bisa kesulitan di lagalaga berikutnya,positif
Arne slot bisa sekeren itu ya? Ten hag?,arne slot bisa sekeren itu ya ten hag,negatif
Bruno: pertahankan standart kita,bruno pertahankan standart kita,netral
@alzandhigram turun bang,turun bang,negatif
"Masi dibawa Tuchel kata gua itu, Gua ada feeling bagus juga Tuchel latih MU. Tp balik lagi ke orang masing2, kalo emang gasuka, tetep aja bakal ga suka.",masi dibawa tuchel kata gua itu gua ada feeling bagus juga tuchel latih mu tp balik lagi ke orang masing kalo emang gasuka tetep aja bakal ga suka,negatif
"Laga kedua Amorim, kemenangan 3-0! Tapi jangan lupa, kita masih banyak PR di lini belakang.",laga kedua amorim kemenangan tapi jangan lupa kita masih banyak pr di lini belakang,positif
Zirkzee mulai mencair ï£¿Ã¼Ã®â¢ï£¿Ã¼Ã«Ã¨ï£¿Ã¼Ã«Ã¨,zirkzee mulai mencair,netral
@danielrodrigges bukannya oshimen di loan ke galatasaray?,bukannya oshimen di loan ke galatasaray,negatif
amad casemiro kurs bgt,amad casemiro kurs bgt,positif
Zirkzee mulai mencair ï£¿Ã¼Ã®â¢ï£¿Ã¼Ã«Ã¨ï£¿Ã¼Ã«Ã¨,zirkzee mulai mencair,netral
Mana nih Gnev yang bilang bahwa RASHFORD harus jadi pemain dengan gaji tertinggi diklub karena modal akamsi dan main bagus semusim???,mana nih gnev yang bilang bahwa rashford harus jadi pemain dengan gaji tertinggi diklub karena modal akamsi dan main bagus semusim,positif
Tim lebih sering melakukan pressing tinggi dibanding sebelumnya.,tim lebih sering melakukan pressing tinggi dibanding sebelumnya,positif
jadinya main kapan bang? Jam berapa?,jadinya main kapan bang jam berapa,netral
"Ruben Amorim sudah mulai memperkenalkan filosofi baru, namun saya merasa lini serang masih perlu banyak perbaikan untuk meraih kemenangan.",ruben amorim sudah mulai memperkenalkan filosofi baru namun saya merasa lini serang masih perlu banyak perbaikan untuk meraih kemenangan,positif
@abllxsz lu kan nanya posisi 2 unbeaten juga? Bilbao emang unbeaten kah?,lu kan nanya posisi unbeaten juga bilbao emang unbeaten kah,netral
bangsat,bangsat,negatif
"Yang penting Onana & Raspot starter, supaya tercipta hiburan tiap Match",yang penting onana raspot starter supaya tercipta hiburan tiap match,netral
tolol,tolol,negatif
"Rotasi pemain lebih masuk akal, tidak ada yang dipaksa main saat tidak fit.",rotasi pemain lebih masuk akal tidak ada yang dipaksa main saat tidak fit,positif
"Kemenangan telak 4-0, tapi pertahanan masih bisa lebih baik. Harus lebih waspada di laga-laga mendatang.",kemenangan telak tapi pertahanan masih bisa lebih baik harus lebih waspada di lagalaga mendatang,positif
"Memang layak, ini mental juara ï£¿Ã¼Ã®â¢ï£¿Ã¼Ã®â¢ï£¿Ã¼Ã®â¢ï£¿Ã¼Ã®â¢ï£¿Ã¼Ã®â¢ bayindir  MOTM",memang layak ini mental juara bayindir motm,positif
"bayindir , mazraoui, de ligt , martinez , dalot.  mainoo ugarte , amad bruno garnacho , zirkzee âÃ¹Â§ÃâÃ¨ , onana pinjemin aja liga tarkam",bayindir mazraoui de ligt martinez dalot mainoo ugarte amad bruno garnacho zirkzee onana pinjemin aja liga tarkam,netral
bersama tenhag akan tertawa terbahak bahak,bersama tenhag akan tertawa terbahak bahak,positif
Bacot,bacot,negatif
"Butuh kesabaran dengan Amorim, transisi tidak mudah.",butuh kesabaran dengan amorim transisi tidak mudah,positif
@septian_ariss halu lu kegedean bang,halu lu kegedean bang,negatif
@hellof46_ nah ya tugas mereka mereka lebih tau kalo kita yg jauh taune pelatih yg bertanggung jawab,nah ya tugas mereka mereka lebih tau kalo kita yg jauh taune pelatih yg bertanggung jawab,positif
Casemiro out!,casemiro out,netral
@raffyduuu round ini belum pake VAR,round ini belum pake var,netral
"Taktik Amorim luar biasa! Serangan cepat dan efektif, ini sepak bola kelas dunia!",taktik amorim luar biasa serangan cepat dan efektif ini sepak bola kelas dunia,positif
Ugarte jadi penghubung yang stabil banget di lini tengah. Dia ngelindungi lini belakang dengan cara yang elegan.,ugarte jadi penghubung yang stabil banget di lini tengah dia ngelindungi lini belakang dengan cara yang elegan,positif
@gdoneofak1nd Yoi bng mungkin untuk Casemiro bakal dicoba KLO ugarte udh masuk squad,yoi bng mungkin untuk casemiro bakal dicoba klo ugarte udh masuk squad,netral
Kalo ga drama ya kalah,kalo ga drama ya kalah,negatif
"Itu tadi pemain brighton sengaja ngegeser bola pake tangan, kaga ada kartu sama sekali dari washiit",itu tadi pemain brighton sengaja ngegeser bola pake tangan kaga ada kartu sama sekali dari washiit,netral
Mektomeni fix ke Napoli kah?,mektomeni fix ke napoli kah,netral
"Dr akhir musim 2022/2023 mah udah gw blg. Tp fans MU lain ""lo gak lihat apa yg gendong MU siapa bla bla bla"". Tp akhirnya kan emang jelek di sisa musim 2022/2023 dan sampai skrg",dr akhir musim mah udah gw blg tp fans mu lain lo gak lihat apa yg gendong mu siapa bla bla bla tp akhirnya kan emang jelek di sisa musim dan sampai skrg,negatif
"Template nya , kebobolan dlu baru ngotot nyerang , nice",template nya kebobolan dlu baru ngotot nyerang nice,negatif
"Bau bau zirkzee ini floop deh, kurang cekatan ga sih?",bau bau zirkzee ini floop deh kurang cekatan ga sih,negatif
udah bang udahï£¿Ã¼Ã²Ã,udah bang udah,negatif
"Kapan lagi dapet 2 pemain, tapi kalo ke juve oke lah barter sama chiesa mah",kapan lagi dapet pemain tapi kalo ke juve oke lah barter sama chiesa mah,netral
"Era Ten Hag terlalu banyak eksperimen formasi, Amorim lebih konsisten dengan sistemnya.",era ten hag terlalu banyak eksperimen formasi amorim lebih konsisten dengan sistemnya,negatif
Lord ï£¿Ã¼Ã®â¢ï£¿Ã¼Ã®â¢,lord,positif
sabi nambah pasien bpjs,sabi nambah pasien bpjs,netral
Jadwal main kapan? jam berapa,jadwal main kapan jam berapa,netral
@abllxsz lu kan nanya posisi 2 unbeaten juga? Bilbao emang unbeaten kah?,lu kan nanya posisi unbeaten juga bilbao emang unbeaten kah,netral
"Amorim lebih mengutamakan keseimbangan antara serangan dan bertahan, namun keputusan di depan gawang seringkali tidak tepat.",amorim lebih mengutamakan keseimbangan antara serangan dan bertahan namun keputusan di depan gawang seringkali tidak tepat,negatif
Kemungkinan memasukkan mactominay si botakï£¿Ã¼Ã²Ã ï£¿Ã¼Ã²Ãï£¿Ã¼Ã²Ãï£¿Ã¼Ã²Ãï£¿Ã¼Ã²Ã,kemungkinan memasukkan mactominay si botak,netral
bagus juga ni amad,bagus juga ni amad,positif
fans kardus baru kek gini minta amorim out. setengah musim aja belom ada,fans kardus baru kek gini minta amorim out setengah musim aja belom ada,negatif
Pergantian pemain lebih efektif di bawah Amorim dibanding Ten Hag.,pergantian pemain lebih efektif di bawah amorim dibanding ten hag,netral
"Sangat setuju dengannya, ni pemain udah mentok, motivasi juga udah gak ada",sangat setuju dengannya ni pemain udah mentok motivasi juga udah gak ada,positif
@niam.dc00 dlm bersepak bola juga butuh pemain pembawa keberuntungan...dulu puzzle SAF adala ERIC CANTONA...nomer 7 nggak layak buat mount...kalau nggak suruh dia ganti no punggung,dc dlm bersepak bola juga butuh pemain pembawa keberuntungandulu puzzle saf adala eric cantonanomer nggak layak buat mountkalau nggak suruh dia ganti no punggung,positif
Kalo pelatih nya zidan mungkin performa rashi akan kembali ganas seperti dulu,kalo pelatih nya zidan mungkin performa rashi akan kembali ganas seperti dulu,positif
Jadwal main kapan? jam berapa,jadwal main kapan jam berapa,netral
awas 7 -0 terulang,awas terulang,negatif
kapan mainnya bangï£¿Ã¼Ã®â¢,kapan mainnya bang,netral
duamusim haha hihi,duamusim haha hihi,positif
Jadwal main kapan? jam berapa,jadwal main kapan jam berapa,netral
"Amorim jenius! Beraninya kritik dia, nonton bola aja masih di TV jadul kali!",amorim jenius beraninya kritik dia nonton bola aja masih di tv jadul kali,negatif
Wkwk hadeh,wkwk hadeh,negatif
"Udah dibilang pelatih sama kiper medioker, tapi masih ada yg bilang percaya proses, TAI KAMBING! Dikalahkan sama pelatih debutan di Inggris yg cuma beli 1 pemain, maju lo semua yg masih belain si palkon",udah dibilang pelatih sama kiper medioker tapi masih ada yg bilang percaya proses tai kambing dikalahkan sama pelatih debutan di inggris yg cuma beli pemain maju lo semua yg masih belain si palkon,positif
"Terlalu dini membandingkan Amorim dengan Ten Hag, lihat saja akhir musim.",terlalu dini membandingkan amorim dengan ten hag lihat saja akhir musim,negatif
@assegaf23_ gk perlu presing setidaknya masih bisa ngejar bola... Masih ada stamina.. Semalam case dan mainoo udah gk bisa lari lagi,gk perlu presing setidaknya masih bisa ngejar bola masih ada stamina semalam case dan mainoo udah gk bisa lari lagi,positif
@abllxsz lu kan nanya posisi 2 unbeaten juga? Bilbao emang unbeaten kah?,lu kan nanya posisi unbeaten juga bilbao emang unbeaten kah,netral
"Itu skema goalnya dalot yg kelamaat buat nutup main tunggu""an ama partner malah kecolongan dalot juga ga ada peningkatan yg signifikan",itu skema goalnya dalot yg kelamaat buat nutup main tungguan ama partner malah kecolongan dalot juga ga ada peningkatan yg signifikan,positif
"percuma, mu main bukan sebagai team",percuma mu main bukan sebagai team,negatif
Kekalahan memalukan 1-2! Kita terlalu mudah kebobolan dan serangan kita nggak efektif sama sekali. Amorim harus bekerja keras.,kekalahan memalukan kita terlalu mudah kebobolan dan serangan kita nggak efektif sama sekali amorim harus bekerja keras,positif
Mainoo beban sih.,mainoo beban sih,netral
Mektomeni fix ke Napoli kah?,mektomeni fix ke napoli kah,netral
Eksekutor pinalti terkahir punya arsenal siapa cokk??ï£¿Ã¼Ã«Âªï£¿Ã¼Ã«Âª,eksekutor pinalti terkahir punya arsenal siapa cokk a a,netral
Amorim lebih berani memberikan kesempatan pemain akademi dibanding Ten Hag.,amorim lebih berani memberikan kesempatan pemain akademi dibanding ten hag,netral
Eth kapan di pecat,eth kapan di pecat,netral
"MU harus meningkatkan permainan passing di lini tengah, banyak yang harus diperbaiki.",mu harus meningkatkan permainan passing di lini tengah banyak yang harus diperbaiki,netral
Kalo pelatih nya zidan mungkin performa rashi akan kembali ganas seperti dulu,kalo pelatih nya zidan mungkin performa rashi akan kembali ganas seperti dulu,positif
"Laga luar biasa buat MU! Tapi saya merasa kita terlalu sering kebobolan. 4-1 nggak cukup buat saya, harus lebih solid.",laga luar biasa buat mu tapi saya merasa kita terlalu sering kebobolan nggak cukup buat saya harus lebih solid,positif
"Saya melihat banyak potensi dalam tim, meskipun hasil pertama imbang. Ruben Amorim bisa memberikan MU banyak hal positif ke depannya.",saya melihat banyak potensi dalam tim meskipun hasil pertama imbang ruben amorim bisa memberikan mu banyak hal positif ke depannya,positif
"Saya suka progres tim ini! Main lebih disiplin, lebih terstruktur, keren banget!",saya suka progres tim ini main lebih disiplin lebih terstruktur keren banget,positif
senggol dikit = jatuh = kartu. wasitnyaaaaaaaï£¿Ã¼Ã®â¢,senggol dikit jatuh kartu wasitnya,positif
Asu 2 pemain sering keseleo mau di tukar yg pernah masuk final ucl,asu pemain sering keseleo mau di tukar yg pernah masuk final ucl,negatif
"Hasil imbang di laga pertama ini sedikit mengecewakan, namun saya bisa melihat ada perbaikan dalam struktur permainan tim.",hasil imbang di laga pertama ini sedikit mengecewakan namun saya bisa melihat ada perbaikan dalam struktur permainan tim,negatif
@don_hawaitt *saham,saham,netral
@farukfaisal_10 ditambah badai cedera,ditambah badai cedera,negatif
kiper kocak,kiper kocak,negatif
Jadwal main kapan? jam berapa,jadwal main kapan jam berapa,netral
"Selama masih memainkan si badut onana, selama itu pula United akan menjadi tim yang ANEH. Menyerang gak bisa, bertahan pun kagak becus Onana adalah kanker bagi tim United!",selama masih memainkan si badut onana selama itu pula united akan menjadi tim yang aneh menyerang gak bisa bertahan pun kagak becus onana adalah kanker bagi tim united,negatif
alhamdulillah menang hoki,alhamdulillah menang hoki,positif
"Amad sekarang lebih tajam, bener-bener bisa jadi pemain kunci di masa depan. Setuju gak?",amad sekarang lebih tajam benerbener bisa jadi pemain kunci di masa depan setuju gak,positif
jasa vektor dm aja,jasa vektor dm aja,netral
Banyak pemain MU yang performanya naik turun. Harusnya lebih konsisten.,banyak pemain mu yang performanya naik turun harusnya lebih konsisten,netral
jadinya main kapan bang? Jam berapa?,jadinya main kapan bang jam berapa,netral
